joke,category,title 
"Pirmadienis

Šiandien jau šilta, viso labo minus dešimt. Ryte ant kranto išsikėlė dvi žmonių grupės. Kažką stato. Tie, kurie skurdžiau apsirengę, dažnai mini kažkokią tai motiną ir šaudosi pas turtingiau apsirengusius cigaretes.

Antradienis

Šiandien į mūsų kaimenę atėjo svečių. Vadino save vokiečiais ir vaišino bananais. Skanu.

Trečiadienis

Vakar vakare musų kaimenę aplankė rusai. Vaišino ugniniu vandeniu ir vadino mus čiukčiais. Po trečios stiklinės nugriuvau snapu į pusnį. Ryte pajutau, kad akys žvelgia į skirtingas puses. Turbūt bananų persivalgiau............................",anekdotai,"Pirmadienis,Šiandien,jau,šilta,,viso"
"Dukrele sako motinai:
- Siandien,kai tu isejai i darba,tevelis paeme valytoja ant ranku ir nunese ant lovos,tada numove kelnes ir ikiso jai...
- Stop,gris tevelis,prie jo ir papasakosi.-pertraukia mama.
Grizta tevas,tada motina ir sako:
- Na,dukrela,ka norejai papasakoti?
- Tai va,kai tu isejai i darba,tevelis paeme valytoja,nusinese ant lovos numove jai kelnes,ir ikiso jai tarp koju ta daikta,kuri tu dedei Petrui i burna kisai...",anekdotai,"Dukrele,sako,motinai:,-,Siandien,kai"
"Rytas. Lovoje guli pagyvenæs reþisierius ir jauna aktorë. Reþisierius pabando apkabinti merginà, bet ði já atstumia ir piktai pareiðkia: 

- Galëjai dar vakar pasakyti, kad reþisuoji multikus!",anekdotai,"Rytas.,Lovoje,guli,pagyvenæs,reþisierius"
"Gydytojais įkyriai pacientei: 
– Šiuo atžvilgiu medicina bejėgė. 
– Viešpatie, kodėl? 
– Jūs visiškai sveika.",anekdotai,"Gydytojais,įkyriai,pacientei:,–,Šiuo"
Kodėl stručiai nemėgsta kačių? Nes jos į smėlį kakoja...,anekdotai,"Kodėl,stručiai,nemėgsta,kačių?,Nes"
"Lėktuvas. Sėdi vyras ir papūga, papūga stiuardesei sako: 
- Ei tu atnešk degtinės!
Po kurio laiko, papūga vėl:
- Ei tu atnešk vyno!
Sėdintis vyras šalia galvoja, jei papūga gali tai ir aš galiu, na ir vyras sako stiuardesei:
- Ei tu atnešk degtinės!
Stiuardesė ateina be degtinės bet su pilotu, pilotas išspiria lėktuvo duris, po keliu minučių papūga ir vyras stovi prie išlaužtų durų. Papūga vyrui:
- Kaip be sparnų tai tu tikrai šustras.",anekdotai,"Lėktuvas.,Sėdi,vyras,ir,papūga,"
"Pribėga petriukas prie mamos ir sako:
-Mama mama tėtis palėpėj pasikorė!
mama atbega - tuščia. jau nori šaukt ant petriuko tik staiga jis sušunka:
-su balandžio 1! jis sandely kabo! :DD",anekdotai,"Pribėga,petriukas,prie,mamos,ir"
"Á sveèius pas Petriukà ateina dëdë.

- Nagi, ateik, Petriuk, pas mane, sëskis ant keliø.

Petriukas, nuþvelgæs dëdæ, atsako:

- Nieko nedus, dëde, ten jau sëdi Jûsø pilvas...",anekdotai,"Á,sveèius,pas,Petriukà,ateina"
"Mokslas yra sviesa, bet mokantis dazniausiai buna apsiniauke.",anekdotai,"Mokslas,yra,sviesa,,bet,mokantis"
"Pora lovoje. Ilsisi. Ir cia vaikinas susimastes sako:

   - Zinai... mn atrodo, kad tai ne meile...

   - O kas?

   - Taip... lengvas flirtas...

   Mergina piktai:

   - Tavo nuomone du menesiai i uzpakali...lengvas flirtas?!",anekdotai,"Pora,lovoje.,Ilsisi.,Ir,cia"
"Visos moterys svajoja apie ðvelnius ir meilius meiluþius. Deja, ðvelnûs ir meilûs meiluþiai patys jau turi meiluþius...",anekdotai,"Visos,moterys,svajoja,apie,ðvelnius"
Skaisčiai švietė saulė. Vienišas vyras stovėjo pavėsyje ir gėrėjosi fontanu. Po to lėtai užsisegė klyną ir nuėjo.,anekdotai,"Skaisčiai,švietė,saulė.,Vienišas,vyras"
"Sūnus klausia tėvo bankininko:
- Tėti, juk pinigai banke yra ne tavo, o klientų? Taip?
- Taip.
- Tai tuomet iš kur vila, jachta, mano privati mokykla ir visa kita?
- Tuoj paaiškinsiu... Atnešk man iš šaldytuvo lašinių gabaliuką.
Sūnus atneša.
- O dabar vėl padėk į vietą.
- Na, ir kas iš to?
- O pirštai tai taukuoti liko...",anekdotai,"Sūnus,klausia,tėvo,bankininko:,-"
"- Panele, gal pasakytumėte, kiek valandų? 

- Viena valanda - 50 litų!",anekdotai,"-,Panele,,gal,pasakytumėte,,kiek"
"Kai buvom maži, gyvenom vargingai. Atsimenu, kaip tėtis virtuvėje pjovė svogūną, o mes sedėjom ir verkėm. Gaila svogūno, geras šuo buvo.",anekdotai,"Kai,buvom,maži,,gyvenom,vargingai."
"Spiegdama greitoji pagalba gabena nukentėjusįjį iš avarijos vietos. Po kurio laiko
vairuotojas atsigręžia į ligonį ir sako:
- Na kada tu, šunsnuki, užsičiaupsi – sirenos nesigirdi!",anekdotai,"Spiegdama,greitoji,pagalba,gabena,nukentėjusįjį"
"Petriukas:

 - Teti, duok man lita.

 - O kam tau, mano berniuk?

 - As noriyu ji atiduoti vargsui dedei, kuris saukia gatves gale.

 Tevas, labai patenkintas sunaus gerumu, duoda lita ir klausia:

 - O kodel saukia tas dede?

 - Jis pardavineja ledus...",anekdotai,"Petriukas:,-,Teti,,duok,man"
"""Oho!"" - tare ginekologas. 

""Ohoho..."" - atsiliepe aidas",anekdotai,"""Oho!"",-,tare,ginekologas.,""Ohoho..."""
"Rusijos giluma. Važiuoja ""ZIL"", o vairuotojas linksmai niūniuoja:

- Babūle, babūle, babūle...

Tik staiga žiūri - priešais, per kelią eina dėdulių būrelis... Triokšt! Bakšt!Bum!.. Kas po ratais, kas išsibėgiot spėjo.

Važiuoja toliau:

- Dėduliai, dėduliai...",anekdotai,"Rusijos,giluma.,Važiuoja,""ZIL"",,o"
"""Visgi keistas padaras apturėjo tą vištą"" - pagalvojo Vovočka, apžiūrinėdamas ""Kinder siurprizą"".",anekdotai,"""Visgi,keistas,padaras,apturėjo,tą"
"Žmona gavo 1000 eurų.Vyras nežino kur jinai yra.Priena prie moters ir klausia
-Atsiprašau,norėčiau jūsų paklausti.Jeigu jūs turėtumėte 1000 eurų į kokią parduotuvę jūs eitumėte?,-sako vyras
-Aš eičiau į kosmetikos parduotuvę,-sako moteris
-Ačiū,jums labai.-sako vyras ir nubėga į kosmetikos parduotuvę ieškoti savo žmonos.",anekdotai,"Žmona,gavo,1000,eurų.Vyras,nežino"
"Teismas. Teisiamas vyras nužudęs jauną merginą (moterį? ). Teisėjas klausia:
 - Kodėl jūs nužudėte tą vargšę mergaitę? 
 - Suprantat teisėjau.... aš dirbu ginekologu. Visą dieną dirbu, nė laisvos minutės neturiu, pareinu namo, o žmona: ""mums vaikų daryt jau per vėlu - įdėk spiralę"", ateina dukra: ""mes su vyru pasitarėm - būtų gerai vaikutis - išimk spiralę"", ateina mažoji: ""manau aš jau pasirengusi
seksualiniam bendravimui - įdėk spiralę"", po visko išėjau į kiemą parūkyt, o čia priena kažkokia mergina ir sako: ""duok penkis litus - p! %dą parodysiu! "".",anekdotai,"Teismas.,Teisiamas,vyras,nužudęs,jauną"
"Seniai seniai, kai dar programuodavau asembleriu, nukentėjau nuo tokio virusiuko - OneHalf vadinasi. Na, ir kažkaip man tie virusiukai sukėlė susidomejimą. Beje, reikia pasakyti, kad tai tikrai įdomus daiktas - kai kurie virusai yra tikri programavimo šedevrai. Na, bet kalba ne apie tai. Tiesiog, susidomėjęs virusais, nutariau pasieškoti jų Internete, ir pažiūrėti, kaip jie sudaryti. Per kelias dienas surinkau maždaug pusantro tūkstančio, ir palikau juos kompiuteryje, darbe. Ateinu kitą dieną į darbą, ir vienas tokis bendradarbis sako:
 - Žinai, pas tave failuose virusų buvo, tai aš juos išgydžiau. Iš viso, kažką daryk su savo failais, nes čia mums visus kompus užkrėsi!!! 
Va taip vat... Žodžiu, padėkojau aš jam už failų ""pagydymą"", dėl kurio žuvo mano kolekcija, ir sėdau prie kompo, žiūrėti ar nors kažkas išliko... Prikolas buvo tame, kad nors tas bendradarbis, atradęs šimtus virusų, suinstaliavo kelis skirtingus antivirusus - makafį, navirusą, pandą, drwebą ir dar kažkokią fuflą (neatsimenu pavadinimo), visos tos fuflos kartu paėmus tesunaikino kokią pusę iš mano virusiukų... Vat taip vat, mielieji. Tokie vat kompiuteriniai prikolai.",anekdotai,"Seniai,seniai,,kai,dar,programuodavau"
"- Gydytojau, duokit man tablečių nuo gobšumo. Tik daugiau, daugiau, daugiau...",anekdotai,"-,Gydytojau,,duokit,man,tablečių"
"Rotšildo jachtą Karibų jūroje ištiko avarija. Pripučiamu plaustu Rotšildas su žmona šiaip taip nusigavo iki mažyčio atolo. Atsisėdęs ant smėlio milijardierius ramiai žiūri į jūrą.  - Ko tu lauki, senas stuobry, mūsų čia niekas nesuras, mes žūsim iš bado ir troškulio, daryk ką nors, kretine!  - isterikuoja žmona.  - Nusiramink, mieloji. Paklausyk, ką aš tau pasakysiu. Prieš trejus metus, pamenu tiksliai, liepos 23 - iąją aš paaukojau Vyriausiajai Amerikos sinagogai pusę milijono dolerių. Po metų, gerai pavykus sandoriams biržoje, vėl nusprendžiau paaukoti ir tą pačią liepos 23 - iąją pervedžiau į jų sąskaitą 700 tūkstančių dolerių. Pernai manosios naftos akcijos smarkiai šoktelėjo ir atnešė man keliolika milijonų. Vieną milijoną aš tradiciškai liepos 23 - iąją paaukojau sinagogai. Va kaip.  - Ir kas iš to? - klausia žmona.  - O tas, kad šiandien liepos 22 - oji. Nepraeis nė pora dienų, ir jie mus suras! ..",anekdotai,"Rotšildo,jachtą,Karibų,jūroje,ištiko"
"Идёт Винни-Пух с окровавленной лопатой, навстречу - Кролик.

- Винни, а чего ты с лопатой?

- Да вот, Пятачка хоронил.

- А почему лопата в крови?

- А он, гад, два раза вылезал.",anekdotai,"Идёт,Винни-Пух,с,окровавленной,лопатой,"
"Sukvietė kartą tikrų tikriausias išminčius žmones ir sako jiems: 
- Žmonės, ar žinot, ką aš jums noriu pasakyt? 
Žmonės: 
- Nežinom, nežinom... 
- Jei jau jūs tokie kvaili, tai aš nieko ir nesakysiu. 
Kitą dieną jis vėl sukviečia žmones ir sako: 
- Žmonės, ar žinot, ką aš jums noriu pasakyt? 
Žmonės pasimokė jau, todėl atsako: 
- Žinom, žinom... 
- Na tai jei jau žinot, tai kam aš ir sakysiu... 
Trečią dieną jis vėl sukviečia žmones ir sako: 
- Žmonės, ar žinot, ką aš jums noriu pasakyt? 
Vieni sako: 
- Žinom... 
Kiti: 
- Nežinom... 
- Na, tai tegu tie, kurie žino pasako tiems, kurie nežino...",anekdotai,"Sukvietė,kartą,tikrų,tikriausias,išminčius"
"Petriukas klausia Jonuko: 

-kodel tu laikrasti laikai saldytuve? - - kad naujienos visada isliktu sviezios .",anekdotai,"Petriukas,klausia,Jonuko:,-kodel,tu"
"Sekmadienio popietė. Turtingo Anglijos lordo dvaras. Seras sėdi fotelyje, skaito laikraštį. Įeina tarnas. 
 - Sere, gal būtų galima įsipilti stiklinę vandens iš grafino? 
Lordas, nepakeldamas akių nuo laikraščio: 
 - Žinoma, Džonai, prašom. 
Tarnas įsipila ir išeina su stikline. Po kiek laiko grįžta: 
 - Sere, gal būtų galima įsipilti dar vieną stiklinę vandens? 
 - Žinoma, gali įsipilti. 
Tarnas vėl įsipila ir išeina. Po kiek laiko vėl grįžta: 
 - Sere, gal būtų galima įsipilti dar vieną stiklinę vandens? 
 - Prašau. Tik Džonai, kam tau tiek vandens? 
 - Gaisras, sere.",anekdotai,"Sekmadienio,popietė.,Turtingo,Anglijos,lordo"
"Uošvienė protina žentą:
-Na kas Tu per žmogus, kiek gali gerti, tik alkoholis galvoj...
-Uošviene, neburbuliuok ir taip sveikatos nėra. Va geriau imk 20 Lt ir atnešk man alus.
-Na va, prasideda, aš ir sakau, vien tik alkoholis galvoj...
-Uošviene, na nezyzkit ir taip galvą skauda, grąžą sau galit pasilikt...
... Uošvienė pagalvojo - na gal ir biznis. Atnešė iš parduotuvės alaus. Žentas išgėrė, atsigavo ir sako:
-Klausykit, uošviene, imkit 100 Lt ir atneškit man iš parduotuvės degtinės, be grąžos.
Uošvienė pasimuistė, na bet tiek pinigų... Atnešė ir degtinės butelį. Žentas ilgai nelaukęs išgėrė, įgavo dar drąsos ir vėl siūlo uošvienei:
-Uošviene, o galima aš jums per veidą trenksiu tapke ir už tai duosiu 200 Lt?
Uošvienė šiek tiek pagalvojus sutiko. Žentas trenkė tapke per veidą ir davė 200 Lt. Staiga suskambo žento mobilus:
-Klausau brangioji.
-Brangusis, o Tu mano mamytei pensiją padavei?
-Na kaip, išdavinėju čia po truputį...",anekdotai,"Uošvienė,protina,žentą:,-Na,kas"
"Eina muse su drambliu per karo lauka ir sako muse drambliuj;
 - Drambly mane pastebejo!!! 
:(",anekdotai,"Eina,muse,su,drambliu,per"
"Žodžiu, sėdi dvi blondinės. Kalbasi apie kažkokias aukštas materijas - kvantinę fiziką, bangines funkcijas ir jų pritaikymą netiesinių termodinaminių procesų analizėje... Ir staiga viena sako:
 - Greitai keičiam temą, mūsų bachūrai ateina!",anekdotai,"Žodžiu,,sėdi,dvi,blondinės.,Kalbasi"
"Vaikas klausia tecio ka tu turi limuzina o
as triratuka o mama garaza vakare vaikas 
klausia tecio ka dara varau limuzina i garaza o mano triratukas ar tilps.",anekdotai,"Vaikas,klausia,tecio,ka,tu"
O pone bebre ka ce darote ? Jieskau plikio surades su lazda vosu tai ir jo dandys bus toki kai mano bet tig du,anekdotai,"O,pone,bebre,ka,ce"
"Įsidarbino fabrike čiukčius. Pradirbo kokį mėnesį ir nuėjo direktoriui skųstis:
 - Direktoriau. Čiukčia nedurnas. 
 - Ke? Gal ir nedurnas... O ką? 
 - Čiukčia nedurnas, o jį vadina durnium. Kasdien vadina. 
 - Kas vadina? 
 - Petraitis vadina. Sako, čiukčia durnas. 
 - Gerai, pakalbėsiu su Petraičiu. 
Išsikviečia direktorius Petraitį ir sako:
 - Buvo čiukčia atėjęs, skundėsi, kad tu jį nuolat durniumi vadini. 
 - Bet jis ir yra durnius. Nežinau, kaip kiti, bet šitas tai durnius. Galiu pademonstruoti. 
 - Gerai, pademonstruok. 
Petraitis pakviečia čiukčią, duoda jam savo namų raktus ir taria:
 - Nubėk pas mane namo, pažiūrėk, ar aš ten esu. 
Čiukčia nubėga. Petraitis taria:
 - Na, matote? Sakiau, kad durnius? 
 - Nnjooo... Galėjo juk paskambinti...",anekdotai,"Įsidarbino,fabrike,čiukčius.,Pradirbo,kokį"
"Vyriškis, besiginčijęs su rašytoja (moterimi), pabandė paaiškinti apie vyrų pranašumus:
 - Bet juk dievas pirmiausiai sukūrė vyrą, o jau iš jo šonkaulio - moterį! 
 - Žinoma,  - sutiko rašytoja,  - aš irgi pirmiausiai parašau juodraštį, o jau tada iš geresnių jo dalių kuriu knygas.",anekdotai,"Vyriškis,,besiginčijęs,su,rašytoja,(moterimi),"
"Užeina blondinė į biblioteką ir prašo:
 - Man du sumuštinius ir kavos puodelį. 
Jai sako:
 - Čia gi biblioteka! 
Blondinė, išsigandusi ir pridengdama ranka burną, patyliukais sako:
 - Oi, atleiskite, prašau! Man du sumuštinius ir kavos puodelį!",anekdotai,"Užeina,blondinė,į,biblioteką,ir"
"Pagrandukas kakoja lauko tualete. 
 - Aaaa; Pliumpt. 
 - Aaaa; Pliumpt. 
 - Aa ajajai!! Pliuuumpt!!!",anekdotai,"Pagrandukas,kakoja,lauko,tualete.,-"
"Kovų be taisyklių finalas.

Finale susitinka rusas ir amerikietis.
Ruso treneris auklėtiniui:
- Jokiu būdu nesileisk paguldomas ant menčių, nes kai amerikietis paguldo ką, tai suraito taip, kad tas nieko nebegali padaryti.
Rusas išklausė trenerio, gavo palaiminimą ir įlipo į ringą.
Virė arši kova, aplink taškėsi daug priešininkų kraujo, nei vienas kovotojas nenusileido, kol, penktame raunde, rusas padarė mažytę klaidelę, buvo amerikiečio paguldytas ant menčių ir pradėtas po truputį raityti.
Na, tokį vaizdą pamatęs ruso treneris, aišku iš karto prarado bet kokias viltis, spjovė ant grindų ir nuėjo į persirengimo kambarį, įsipylė vieną šimtą, antrą, jau gers trečią, bet girdi - Rusijos himnas groja.
Treneris bėgom į salę, prasibrauna pro minią, praplaukia pro šampano jūrą, pasigauna savo auklėtinį ir klausia:
-Tai kaip, po velnių, tu sugebėjai laimėt? Dar nė vienas kovotojas iš šito veiksmo neišsisuko, kaip tau tai pavyko!?
- Na, treneri, kaip tu ir sakei, paguldęs mane ant menčių, amerikietis mane suraitė visiškai, nė raumens nebegalėjau pajudint ir kai jau maniau viskas, pabaiga, pamačiau, kad prieš mano akis kabo kiaušai. Na ir kas man beliko?
Kandau....
Neįsivaizduoji, treneri, ką gali padaryti žmogus, sau į kiaušius įsikandęs...",anekdotai,"Kovų,be,taisyklių,finalas.,Finale"
"Ką matematikas daro darže ?
- Traukia šaknį :)",anekdotai,"Ką,matematikas,daro,darže,?"
"Ateina čiukčis į parduotuvę ir sako:

-Ar turite spalvotų televizorių?

-Taip.

-Tada supakuokite man žalią ir raudona...",anekdotai,"Ateina,čiukčis,į,parduotuvę,ir"
"Nusipirko narkomanas kazkokio naujo kaifo uz nerealias babkes, uzsimete ir nuejo namo. Atsistojo prie lango ir galvoja ""keista kazko visai"" truputi velaiu ""Ne! Rimtai neveza, kazkoks sh.. as"" ir po to garsiai sako: - Jauciu einu geriau po miesta pasivaikciosiu... Mamos balsas ish virtuves: - Eik, eik a to jau tris dienas kaip debilas prie lango stovi...",anekdotai,"Nusipirko,narkomanas,kazkokio,naujo,kaifo"
"Du vėžiai susitinka. Vienas klausia: 
- Na, ko toks liūdnas? 
- Vakar pas daktarą buvau... 
- Ir ką? 
- Sergu žmogumi...",anekdotai,"Du,vėžiai,susitinka.,Vienas,klausia:"
"Petriukas laukia stotelëje ir klausosi muzikos. Susistabdo taksistà ir klausia: 

- Laisvas? 

- Lasivas, - atsako takstisas 

Tada Petriukas ir sako: 

- Tai lipk ið taksi, paðoksim!",anekdotai,"Petriukas,laukia,stotelëje,ir,klausosi"
"Vyras atvažiuoja į grožio saloną pasiimti žmonos.
Ji įlipa į mašiną.
Vyras atsisuka, pasižiūri ir sako:
- Na nieko, bent jau pabandei.",anekdotai,"Vyras,atvažiuoja,į,grožio,saloną"
"- Panele, ar galima pasinaudoti jūsų kopijavimo aparatu? 
 - Žinoma, o ką jūs norėtumėte nukopijuoti? 
 - Genus.",anekdotai,"-,Panele,,ar,galima,pasinaudoti"
"Laukiniai vakarai. Bare sėdi trys jaunuoliai ir apie kažką kalbasi. Netrukus įeina senas koubojus, prieina prie baro ir užsisako viskio. Po kurio laiko prieina prie vaikinų ir drebia vienam iš ju:
 - Aš p.... tavo motina!!!! 
Iš vaikinu puses jokios reakcijos. Kaubojus grįžta prie baro... Po kurio laiko vėl prieina prie trijules:
 - Aš p... tavo motina per šikną!!!!! 
Vėl jokios reakcijos. Kaubojus, nieko nepešęs, grįžta prie baro. Po keliu taurelių vėl juda prie trijules:
 - Tavo motina man čiu@$#!!!!! 
Atsisuka pats stambiausias iš trijų, idėmiai pasižiūri i kaubojų:
 - Tu jau girtas, tėvai..... Einam geriau namo.",anekdotai,"Laukiniai,vakarai.,Bare,sėdi,trys"
"Kada NASA pirmoji pradėjo siųsti kosmonautus į kosmosą, jie greit susivokė, kad šratinukai nerašys nulinėje gravitacijoje. Tam, kad išpręstų problemą NASA mokslininkai užtruko dešimtmetį, išleido 12 milijardų dolerių ir sukūrė 

tušinuką kuris rašo nulinėje gravitacijoje, aukštyn kojom, po vandeniu, ant bet kurio paviršiaus tarp jų ir ant stiklo bei temperatūroje nuo -300 C. Rusai naudojo pieštuką.",anekdotai,"Kada,NASA,pirmoji,pradėjo,siųsti"
"Klausimai ir atsakymai

Kas yra tikras draugas? 
Tas, kuris netiki niekuo, ką blogo išgirsta apie jus. 

Kada žmogui yra geriausia proga susipažinti su nepažįstamais žmonėmis? 
Kai sugenda automobilis, televizorius ar šaldytuvas. 

Ar galima valgyti visus grybus? 
Galima, bet kai kuriuos tik vieną kartą. 

Kodėl senais laikais žmonės turėdavo dideles šeimas, daug vaikų? 
Todėl, kad tada dar nebuvo televizijos. 

Koks yra geriausias būdas sustiprinti savo atmintį? 
Paskolinti savo draugui pinigus. 

Kaip yra lengviausiai atpažinti žmogų, kuris nešioja peruką? 
Jis neturi pleiskanų. 

Koks yra vienintelis vaistas prieš nemalonų kvapą? 
Telefonas. 

Kokios yra dvi kategorijos žmonių, kurie negali du kartus padaryti tos pačios klaidos? 
Jaunos merginos ir parašiutistai. 

Koks geriausias būdas neturėti uošvės? 
Reikia apsivesti su našlaite. 

Kokius žmones yra lengviausia apgauti? 
Durnus. 

Kaip žinoti, kada žmogus jau pradeda senti? 
Kai išlipant iš lovos jam pradeda skaudėti visus šonus. 

Koks yra geriausias būdas žmonai atsikratyti savo vyro savaitgaliais? 
Nupirkti jam meškerę. 

Kas būtų atsitikę, jeigu Adomas ir Ieva nebūtų paragave uždrausto vaisiaus? 
Tuomet mes šiandien nebūtume ant šios žemės. 

Koks yra skirtumas tarp anoniminio laiško ir anoniminio telefono? 
Laišką visuomet gali išmesti. 

Kodėl moterys nešioja auskarus? 
Todėl, kad vyrai žinotų, kad jos turi ausis.",anekdotai,"Klausimai,ir,atsakymai,Kas,yra"
"Skelbimas: ""Pirksiu lazdą su vienu galu"".",anekdotai,"Skelbimas:,""Pirksiu,lazdą,su,vienu"
"Įdomu, koks humoristas pavadino žurnalą, kuriame rašoma vien apie ligas, pavadinimu ""Sveikata""?",anekdotai,"Įdomu,,koks,humoristas,pavadino,žurnalą,"
"Gydytojas-dietologas ligoniui:
- Štai jūsų dieta: 300 gramų troškintų cukinijų, 400 gramų žalumynų ir kiek tik norite salotų lapų per dieną.
- Gydytojau, o ant kaklo reikia pasikabinti varpelį ar ir taip galima ganytis?",anekdotai,"Gydytojas-dietologas,ligoniui:,-,Štai,jūsų"
Pavojingiausias mūšio lauke - karininkas su žemėlapiu.,anekdotai,"Pavojingiausias,mūšio,lauke,-,karininkas"
"-Manoma, kad moterys myli ausimis...
-Ką?
-Sakau, kad moterys myli ausimis.
-Ką?
-Žinai ką, eik tu namo frigidė!",anekdotai,"-Manoma,,kad,moterys,myli,ausimis..."
"Vienas mano pažįstamas, vietoje to, kad praryti ""Viagros"" tabletę, ją sukramtė. Jį uždusino liežuvis...",anekdotai,"Vienas,mano,pažįstamas,,vietoje,to,"
Nusprendzia vyrukas kad pas ji labai mazas nueina pas daktara ir sako pas mane labai mazas ka daryt daktarasisraso vaistu ir sako pa pora laseliu per diena tas parejo namo ir isgere visa prisikelia du issaugo nueina pas drauga ir sako ziurek pas mane du vienas siokiadieniams kitas siokiadieniams uzsimano ir draugas nueina pas tapaty daktara israso jam vaistu viska pareina zmogelis namo ir isgeria visa bonkute prisikelia trys by.... nueina pas drauga ir sako ziurek pas mane trys vienas siokiadieniais kitas savaitgaliais zmogelis klausia kur trecias? smalsiems y burna!,anekdotai,"Nusprendzia,vyrukas,kad,pas,ji"
"Ligonis (su viltimi):
   - Daktare, ar as gyvensiu?
   Daktaras (mandagiai):
   - Jus domina, ar yra gyvenimas po mirties?",anekdotai,"Ligonis,(su,viltimi):,-,Daktare,"
"Egazaminas. Profesorius klausineja blondines, o si nieko nezino. Tada profesorius susinervino ir sako: ""Jei jau taip nieko nezinai, tai gal uzduok man koki klausima, i kuri as neatsakyciau"". Blondine klausia: ""Kuo skiriasi pochui ir pizdiec? "" Chmm.. galvojo galvojo profesorius - nieko nesugalvojo. ""Taigi - sako blondine - jei jus tokie pas mane penki ateitumet - man butu pochui bet jei mes pas tave penkios - tau butu pizdiec... """,anekdotai,"Egazaminas.,Profesorius,klausineja,blondines,,o"
"Blondine skambina i policija:

 - Greiciau atvaziuokite cia man viska pavoge is masinos! 
 - Gerai. O tai ka pavoge? 
 - Viska:pedalus, radija, vaira... Viska! 

Po keliu minuciu blondine vel skambina i policija:

 - Oi atsiprasau as suklydau atsisedau ant galines sedines...",anekdotai,"Blondine,skambina,i,policija:,-"
"Vyriškis prieš išvykdamas į turistinę kelionę aplink pasaulį laivu užėjo pasikonsultuoti pas gydytoją dėl jūrinės ligos.
Gydytojas:
-Prieš plaukdamas suvalgykite kelis kilogramus pomidorų.
Vyras:
-Tai padės man nuo vėmimo?
-Ne, padėt nepadės, bet įsivaizduokite, kaip gražiai visa tai atrodys vandenyje...",anekdotai,"Vyriškis,prieš,išvykdamas,į,turistinę"
"Ateina girtas studentas į savo kambariuką bendrabutyje, nusiima vieną batą ir iš visų jėgų sviedžia į sieną. Iš už sienos riksmas:
 - Tu, blin, ožy, trečią nakties miegoti žmonėms neduodi!!! 
Tada studentas tyliai nusiima antrą batą ir gulasi miegoti. Iš už sienos vėl riksmas:
 - Ei tu, blin, ožy, ar ilgai man reikės laukti, kada antrą batą nusiimsi???",anekdotai,"Ateina,girtas,studentas,į,savo"
"Eina kartą čiukčia su savo sūnum per tundrą. 
 - Žiurek sūnau, matai, koks didelis paukštis skrenda? Pernai net trisdešimt šešis kartus šoviau, kol žmogų paleido.",anekdotai,"Eina,kartą,čiukčia,su,savo"
"- Tu laimingas? 
 - Or ar kada buvai sutikęs nelaimingą idijotą?",anekdotai,"-,Tu,laimingas?,-,Or"
"Vatikanas gavo skundą, kad vienas klebonas miega su savo namų šeimininke ir pasiuntė komisiją patikrinti šį faktą. Komisija atvažiavo, apžiūrėjo šeimininkę, kuri buvo jauna ir graži. Apžiūrėjo jos kambarį, kuris buvo didelis ir šviesus, jos plačią lovą. Paskui apžiųrėjo klebono mažą kambarėlį ir mažytę jo lovą. Vėliau komisija smagiai pavalgė, pagėrė ir nieko nepasakiusi - išvažiavo. Po kelių dienų klebonas pastebėjo, kad dingo sidabrinis šaukštas iš jo senovinio servizo ir parašė laišką komisijos pirmininkui:

""Aš nenoriu pasakyti, kad jūs paėmėte mano sidabrinį šaukštą. Aš nenoriu pasakyti, kad jūs jo neėmėte. Aš tik noriu konstatuoti, kad dingo mano sidabrinis šaukštas. ""

Po kiek tai laiko klebonas gauna komisijos atsakymą:

""Mes nenorime teigti, kad jūs miegate su savo šeimininke. Mes nenorime teigti, kad jūs su ja nemiegate. Tačiau mes norime konstatuoti, kad jeigu jūs miegotumėte savo lovoje - būtumėte radęs savo šaukštą. """,anekdotai,"Vatikanas,gavo,skundą,,kad,vienas"
susitinka du zmone ir vienas sako as bondas dzeimsas bondas o ji atsako as valė sikna valė,anekdotai,"susitinka,du,zmone,ir,vienas"
"Beldimas á gydytojo kabineto duris. Gydytojas:

- Áeikite.

Durys tyliai prasiveria ir tarpduryje pasirodo skeletas.

Gydytojas:

- Visada ðitaip, tempia iki paskutinio, o ir tik tada ateina, o að turiu gydyti.",anekdotai,"Beldimas,á,gydytojo,kabineto,duris."
Akcija: pirkite 10 pyragėlių su mėsa ir surinkite katę...,anekdotai,"Akcija:,pirkite,10,pyragėlių,su"
"Žmona klausinėja vyro:
 - Kiek karpių pagavai vakar? 
 - Šešis. 
 - Reiškia, tave apgavo. Čekyje parašyta, kad aštuonis.",anekdotai,"Žmona,klausinėja,vyro:,-,Kiek"
"Eina blondine dykuma ir nesasi automobilio dureles. Sutinka kuprangurai kupranugaris susidomejes klausia: 
- kam tau tos dureles?
- jei pasydarys baisiai karsta atsidarysiu langa- ne kiek nesureagavusi atkirto blondine",anekdotai,"Eina,blondine,dykuma,ir,nesasi"
"mielos merginos!
aš esu princas, bet mano batas žirgas nugaišo. einu pėsčias, todėl labai vėluoju. :)",anekdotai,"mielos,merginos!,aš,esu,princas,"
