category,title,post_slug,image_src,image_alt,post_content,post_excerpt 
society,They find the body of a woman wrapped in plastic in his house in Gerona,they-find-the-body-of-a-woman-wrapped-in-plastic-in-his-house-in-gerona,https://okdiario.com/img/2018/08/16/mossos-ripoll-655x368.jpg,They find the body of a woman wrapped in plastic in his house in Gerona,"<p> The Mossos d'Esquadra have located the corpse of a neighbor of Sils (Girona), 64 years old and whose disappearance had been denounced, wrapped in plastics in her house in the Vallcanera Park urbanization. </p> <p> The woman, who could have died in November of last year, when according to her neighbors they stopped seeing her, lived with her son of about 40 years whom the Mossos d'Esquadra are looking for and has not yet been located. </p> <p> Despite the time they did not see the woman, the neighbors and friends of the victim informed the Local Police of Sils last week their suspicion that something had happened to the woman because a long time ago that they did not know anything about her. </p> <p> The Local Police alerted the Mossos d'Esquadra of the possible disappearance of the neighbor and the investigations made by the investigators pointed out that she was possibly dead. </p> </p> The agents of the Criminal Investigation Area (AIC) of Girona are they took charge of the case and, finally, by order of the court of Instruction of guard of Santa Coloma that takes the case of the disappearance, the judicial entourage have entered the house. </p> <p> They have located the corpse, in advanced state of decomposition, in a room of the garage, wrapped in various plastics and with some fabrics. </p> <p> According to sources close to the case, for the moment the cause of death is unknown and no hypothesis is ruled out, from that it is a natural death, that it was an accident or that someone killed her. </p> <p> The body has been transferred to the Institute of Legal Medicine (IML) in Girona, where it is expected that tomorrow the autopsy and try to find clues and evidence to know how and when he died, although due to the state of the body will be difficult. </p> <p> The Mossos d'Esquadra are looking for the son of the victim, who lived with her and the that has not been seen since early this week, because his tees will be crucial to know what happened. </p> <p> </p>","The Mossos d'Esquadra have located the corpse of a neighbor of Sils (Girona), 64 years old and whose..."
society,Two people die when a car leaves the road in Peñalba (Huesca),two-people-die-when-a-car-leaves-the-road-in-penalba-huesca,https://okdiario.com/img/2018/04/01/trafico-655x368.jpg,Two people die when a car leaves the road in Peñalba (Huesca),"<p> Two people have died this Saturday and one has been seriously injured in a traffic accident that took place this morning on the N-II road, passing through the Oscense municipality of Peñalba. </p> <p > As reported by the Traffic Management Center, the event occurred at 7:00 am on Saturday, September 1, when a passenger left the road on the right bank and ended up capsizing at kilometer 397. 6. </p> <p> As a result of the impact, the driver of the car, MNV, 65 years old and resident of Barcelona, ​​and the passenger of the front seat, MNA, have died. In addition, a third person has been seriously injured, it is MMC, reported the Government Sub-delegation in Huesca. </p> <p> On the other hand, a motorist has died this Saturday when hitting a store in Muíños ( Ourense), reports 112. The incident occurred shortly before 3 pm on the road to A Porqueira, OU-1201, which links Muíños with the town of Bande. </p> <p> Another driver requested medical assistance for the biker, who had just left the track with his vehicle. Despite the personnel resuscitation maneuvers of the 061, the motorcycle driver died shortly after. </p> <p> Finally, one person has died and another five have been injured of varying consideration in a traffic accident occurred this Saturday in the highway A-66 to the height of Almendralejo (Badajoz). </p> <p> The incident has consisted in an exit of the road of the vehicle in which they were traveling, as reported by Cruz Roja Extremadura. p> <p> As for the injured, they have been transferred by members of the Red Cross Extremadura and the Junta de Extremadura to the Hospital de Mérida and Hospital Tierra de Barros. </p> <p> </p>",Two people have died this Saturday and one has been seriously injured in a traffic accident that too...
society,A woman was arrested in Guadalajara for the death of a young man she had denounced for mistreatment,a-woman-was-arrested-in-guadalajara-for-the-death-of-a-young-man-she-had-denounced-for-mistreatment,https://okdiario.com/img/2018/09/02/guadalajara-2-655x368.jpg,A woman was arrested in Guadalajara for the death of a young man she had denounced for mistreatment,"<p> A 27-year-old woman has been detained this Sunday as an alleged assailant of the 28-year-old who died in the urbanization 'El Coto' in the town of El Casar, in the province of El Casar, according to a knife wound. sources of the Government Delegation. </p> <p> The deceased had been denounced in May 2017 for mistreatment by the alleged attacker and had a restraining order on her that expired on Monday, as she has verified these same sources. </p> <p> As reported by sources from the Emergency Care Service 112 of Castilla-La Mancha, the events have taken place at 7.30 am. </p> <p> At that time, the health center of the town has requested 112 an ICU for a stab wound that had come by their own means to the health center although, according to the health sector, has died. </p> <p> In the operation has the Civil Guard intervened, staff of the El Casa health center r, an ICU and a Basic Life Support ambulance. </p>",A 27-year-old woman has been detained this Sunday as an alleged assailant of the 28-year-old who die...
society,The protest against a conflictive family of La Llagosta leads to a pitched battle,the-protest-against-a-conflictive-family-of-la-llagosta-leads-to-a-pitched-battle,http://www.publicdomainpictures.net/pictures/10000/velka/296-1246753915cESE.jpg,The protest against a conflictive family of La Llagosta leads to a pitched battle,"<p> The Mossos d'Esquadra have arrested three people this weekend, during a massive protest in the municipality of <strong> La Llagosta </ ​​strong>, which resulted in <strong> a real pitched battle </strong> </strong> strong> in the streets. </p> <p> The neighbors had called a protest against the members of a clan that has staged numerous incidents in recent months, and living in a flat  squat  property of a bank. The events occurred on Saturday in the town of La Lagosta, which has just 13,000 inhabitants. </p> <p> When arriving before the building, a group of protesters <strong> threw stones against the windows </strong>, while others tried to force the portal, forcing the Mossos to intervene. The brawl rose when the troubled family and the protesters began to <strong> throw a shower of objects </strong>, in which they flew several chairs, pots and appliances from the balconies of the building. </p> <p>  Theft and damage to cars  </p> <p> Among the protesters were several city councilors. Among them the mayor, the socialist <strong> Óscar Sierra </strong>, who claimed the mediation of the Mossos d'Esquadra to stop the escalation of violence and to convince the members of the clan to leave the building voluntarily. </p> <p> The Mossos finally formed a cordon so that members of the problematic family could leave the property without being attacked by the protesters. The three detainees are accused of <strong> assault on authority, damages and public disorder </strong>. </p> <p> The same conflicting family, which has a child under the age of 13, had  squatted  before other homes of the population. They also attribute to the members of the clan, made up of at least twelve people, <strong> several robberies and damage to the cars </strong> of the neighborhood. </p>","The Mossos d'Esquadra have arrested three people this weekend, during a massive protest in the munic..."
society,They do not find DNA of the minor allegedly assaulted in the floor of the players of the Arandina,they-do-not-find-dna-of-the-minor-allegedly-assaulted-in-the-floor-of-the-players-of-the-arandina,https://okdiario.com/img/2017/12/13/detenidos-agresion-sexual-arandina-655x368.jpg,They do not find DNA of the minor allegedly assaulted in the floor of the players of the Arandina,"<p> The <strong> DNA studies carried out by the Scientific Police do not confirm the presence of biological remains </strong> of the child under fifteen years of age in the apartment where she was assaulted, allegedly assaulted by three players of the <strong > Arandina </strong> in November 2017 in Aranda de Duero (Burgos). </p> <p> The summary investigation carried out by the court number 1 of Aranda de Duero for the sexual assault allegedly committed by three former players of the Arandina <strong> on a child under 15 </strong> faces its final stretch with the delivery of those DNA studies conducted by the Scientific Police, according to legal sources. </p> <p> <strong > Some studies that in principle do not confirm the presence of biological </strong> remains of the complainant in the apartment shared by the three players at number 40 on San Francisco de Aranda de Duero Street (Burgos) and where, allegedly, they had place the facts denounced. </p> <p> In the twenty of rest studied by the Central Unit of Scientific Analysis of the General Commissariat of Scientific Police, and of those that have not obtained conclusive results in all the cases, it is verified the presence of genetic material of the soccer players in different samples, like the bedding intervened or the floor of the bathroom next to the living room, respectively. </p> <p> Likewise, the analysis of a sample of upholstery and some hair collected has obtained a majority genetic profile of women but ' different from that of the complainant ', according to those studies. </p> <p> In fact, the complainant <strong> only DNA was obtained in the samples of part of the underwear </strong> that was wearing the day of the alleged aggression and that was also collected; garments in which, on the other hand, <strong> no rest of the denounced ones is appreciated. </strong> </p> <p> This report can be challenged by appeal for replacement within three days of its notification. </p> <p> The delivery of this document to the parties coincides with the order issued by the owner of the Court of First Instance and Instruction number 1 of Aranda de Duero that has annulled the testimony agreed last March, by which a member of a wasap group was summoned, in which there were also two of the players investigated, and whose conversations were considered relevant to the investigation. </p> <p> Although he was summoned to testify, this witness did not He went on the grounds that he was residing outside the country. </p> <p> In view of the time elapsed, to which he has not reported when he would return to Spain for vacation because his testimony is not essential to formulate accusation, the judge has agreed leave without effect appeal to testify, without prejudice to being summoned in the event of an oral trial being opened. </p>",The DNA studies carried out by the Scientific Police do not confirm the presence of biological remai...
society,The bus accident in Aviles was in order and the driver had been with the company for seven years,the-bus-accident-in-aviles-was-in-order-and-the-driver-had-been-with-the-company-for-seven-years,https://okdiario.com/img/2018/09/03/autobus-aviles-655x368.jpg,The bus accident in Aviles was in order and the driver had been with the company for seven years,"<p> The driver of the accident bus in Avilés, who is <strong> admitted in very serious condition </strong>, is at least seven years old as an Alsa driver and the vehicle had all the checks in order, according to have informed Efe sources close to the investigation. </p> <p> The same sources have specified that, due to the absence of braking at the accident site since, apparently, the bus lost control meters before the collision, <strong> the driver could have suffered a fading </strong> just before the impact. </p> <p> The driver of the bus, <strong> about 40 years, had no penalty or claim in his file </strong> and the vehicle was in order and had passed all revisions. </p> <p> Alsa sources have specified that the crashed bus <strong> covered the regular line Cudillero-Avilés-Gijón </strong> and that the accident took place at 1:40 PM. </p> <p> The company has put march a psychological support service for those affected and their families as well as the toll-free telephone number 900 81 41 14. </p> <p> At least five people have died and 16 have been injured when colliding the bus line of the company Alsa against a concrete pillar of a viaduct under construction on the ring road of Avilés. </p>","The driver of the accident bus in Avilés, who is admitted in very serious condition , is at least se..."
society,Two of the injured in the Aviles bus accident remain 'extremely serious',two-of-the-injured-in-the-aviles-bus-accident-remain-extremely-serious,https://okdiario.com/img/2018/09/04/rueda-prensa-accidente-autobus-aviles-655x368.jpg,Two of the injured in the Aviles bus accident remain 'extremely serious',"<p> Two of the injured in the serious traffic accident occurred in <strong> Aviles </strong> on Monday continue hospitalized in the HUCA in an 'extremely serious' situation, with the 'less serious' prognosis for the other three injured who remain admitted to the Hospital. </p> <p> The manager of the Fourth Healthcare Area, <strong> Luis Hevia </strong>, has offered a press conference together with the director of the UCI, <strong> Dolores Escudero </strong>, and the director of Health Care of the area, <strong> José Antonio Vecino </strong>, to inform about the last hour of the injured. </p> <p> Respecting the data protection to which are subject, have reported that <strong> four of those affected, the most serious, were admitted for severe trauma, </strong>, of different consideration and of different kinds - head, head, chest and limb bipolar disorder. / p> <p> Of the four admitted to the ICU, <strong> two remain intubated, with assisted breathing, in a 'much more serious' state </strong>, as detailed by Dolores Escudero. The other two patients who remain in Intensive Care have 'better prognosis', are 'more stable' and medical services expect that they can be discharged 'in the next few days', although 'all are serious'. </p> </p> The patients admitted to the HUCA are <strong> MMAB, a 62-year-old woman </strong> admitted to the ICU and with a reserved prognosis; <strong> O.L.M, 40-year-old male </strong> Admitted to the ICU and with a reserved prognosis; <strong> L.E.I.M., 56-year-old woman </strong>. Admitted to the ICU and with a reserved prognosis; <strong> B.F.F. 44-year-old woman </strong> admitted to the ICU and with a reserved prognosis; and <strong> JLDS, 43-year-old male </strong> who remains under observation in the Emergency Department with a less severe prognosis. </p> <p> About the woman who remains in the Cabueñes Hospital, in Gijón , have indicated that <strong> 'evolves favorably' </strong>. </p> <p> Asked about the medical causes that could trigger the accident, Dolores Escudero has indicated that <strong> the investigation is subject to the judicial procedure </strong> and that therefore 'does not correspond' to the HUCA transmitting this information. </p> <p>  The driver passed review in April  </p> <p> ALSA company, which belongs to the bus accident in Aviles, said on Tuesday that the driver <strong> received the rating of Apto in all annual medical examinations </strong> that the company provides to its workers and that are made by independent prevention services, the last of them last April il de 2018. </p> <p> The man, <strong> 40 years old and seven years old in the company </strong>, remains admitted in serious condition in the ICU of the Central University Hospital of Asturias (HUCA) ) after being operated on surgically yesterday. </p> <p> The company, in a statement, has expressed that it continues to <strong> focus all its efforts on caring for victims and their families </strong>, to which it reiterates your heartfelt condolences and solidarity. </p> <p> ALSA continues to provide all its collaboration to the authorities for the investigation and clarification of the causes of the accident, and keeps the <strong> telephone 900 814 114 operative to care for those affected. </strong>, to whom you want a speedy recovery. </p> <p>  Assessment of the medical device  </p> <p> On the performance of medical services, Luis Hevia has indicated that he is <strong> 'very proud' of the response of the professionals </strong>, both of the that from Avilés they rendered the service, like from the SAMU, and the workers of the UCI. </p> <p> He thanked <strong> doctors and nurses who have doubled turns </strong> voluntarily, and he remembered that The Health Service of the Principality of Asturias has a <strong> procedure for major catastrophes </strong> that provides that all professionals who are on duty located are available. Yesterday there were 80 professionals available to deal with the emergency. </p> <p> 'We have hospitals that are very prepared to handle situations like these, we have a lot of staff, beds and sufficient resources to take care of a situation like this. ', Dolores Escudero has pointed out. </p>",Two of the injured in the serious traffic accident occurred in Aviles on Monday continue hospitalize...
society,The Office of the Prosecutor requests a permanent remand prison for four accused of murdering an elderly man in Huelva,the-office-of-the-prosecutor-requests-a-permanent-remand-prison-for-four-accused-of-murdering-an-elderly-man-in-huelva,https://okdiario.com/img/2018/09/05/el-campillo-huelva-655x368.jpg,The Office of the Prosecutor requests a permanent remand prison for four accused of murdering an elderly man in Huelva,"<p> The <strong> Huelva Prosecutor's Office has requested a remandable permanent prison </strong> for the four <strong> accused of killing a 78-year-old man </strong>, whose body appeared on September 1, 2016 with signs of violence in the farm that he kept, located in <strong> El Campillo (Huelva) </strong>. </p> <p> For these facts, as stated in the indictment of the Public Prosecutor, to which he had access Europa Press, considers these four men responsible for a <strong> crime of murder </strong>, in which the <strong> aggravating superiority abuse </strong> competes for the permanent prisoner and, in concept of civil liability, a <strong> joint and several compensation to the heirs </strong> of the deceased in the amount of <strong> 90,000 euros </strong> to the heirs of their spouse, and <strong> 80,000 euros </strong> strong> for each of his two children. </p> <p> Similarly, he applies for sentences from six and a half to nine years s when considering these defendants, that <strong> they will be judged by a popular jury </strong> and that they count <strong> three of them with backgrounds </strong>, also responsible for a crime of burglary with force in an establishment open to public outside of opening hours and a crime of burglary with force in an inhabited house. </p> <p>  The facts  </p> <p> Regarding the facts, the prosecutor reports that <strong> about 00.00 on September 1, 2016 </strong>, in the company of a minor, who has already been sentenced to six years in a detention center and two others of probation after a sentence of conformity, met at the home of another defendant, and positions agreed, <strong> decided to go to the aforementioned farm </strong> where, according to information obtained by the guard of the same , had <strong> saved a large sum of money </strong>, in order to take it illicitly. </p> <p> Empre When they arrived at the height of the municipal pool in the town of El Campillo, the accused, in collusion with the minor, agreed to the same, <strong> breaking, for this the entrance door to the enclosure and after also breaking the window </strong> of access to the ambigú, they seized of <strong> 20 pizzas, 30 units of sausage packages, potatoes, ice creams and bottles of alcohol </strong>, being some of these things consumed by the defendants even within the establishment itself, all this has been valued at 254.20 euros. </p> <p> Once abandoned the municipal pool, deposited the stolen objects in a nearby ditch and started the march to the farm for which they had to do <strong> a walk of about 30 or 40 minutes on a cobblestone path </strong>. </p> <p> Around 4.00 they arrived outside the farm, noting that there was a light exterior lit, hiding the five behind a stroller abando nothing, throwing one of them a stone to see if there was internal movement. </p> <p> After that, <strong> decided to approach the casket of tools that served as housing for the guard </strong> and crouch behind the door. It was then, when one of the defendants knocked on the door, and hid behind her, and <strong> when the victim left with a mop stick in his hands, one of the defendants gave him a strong punch </strong> that made him fall forward, lying face down and unconscious. </p> <p> From that moment, 'began a calvary for José, where he was <strong> mistreated, beaten and tortured to tell where he was money </strong> '. For this, positions agreed, 'hit him <strong> with a stick in the back and head, stepped on the ribs </strong>, took a guinea pig that the man had in the house to bite him in various parts of the body, <strong> threatened to cut an ear </strong> with a knife of large dimensions, as well as garbage were thrown on his body and a liquid brine that was in a basin. '</p> <p> José's agony lasted until about 7:00 am on September 1, 2016, when after registering the entire house, the five young men decided to abandon it leaving the old man lying at the door of the house with a thread of life , dying moments later. </p> <p> The defendants appropriated two chainsaws, a plasma television, several tobacco boxes, the National Identity Document and the bank card of the same. </p>",The Huelva Prosecutor's Office has requested a remandable permanent prison for the four accused of k...
society,One dead and two injured when colliding two vehicles in Antequera,one-dead-and-two-injured-when-colliding-two-vehicles-in-antequera,https://okdiario.com/img/2018/01/29/accidente-trafico-655x368.jpg,One dead and two injured when colliding two vehicles in Antequera,"<p> One person has died and two others have been injured when two vehicles collided on the A-384 road in the municipality of Antequera, Malaga, at the height of Bobadilla, sources from the General Directorate of Traffic have told Europa Press. </p> <p> The events took place around 3:00 pm on Saturday, when two vehicles collided head-on between Antequera and Bobadilla, according to sources from the Public Emergency Health Emergency Company. </p> <p> The 061 service activated the helicopter of the Virgen de la Victoria Hospital in Malaga that went to the scene. The most seriously injured has been transferred to this health center, while the second affected has arrived at the Antequera Hospital. </p>",One person has died and two others have been injured when two vehicles collided on the A-384 road in...
society,A man killed in Madrid killed by a vehicle that fled,a-man-killed-in-madrid-killed-by-a-vehicle-that-fled,https://okdiario.com/img/2016/11/28/ambulancia-madrid-655x368.jpg,A man killed in Madrid killed by a vehicle that fled,"<p> A man, whose identity and age have not been known until now, has died of a run over this afternoon by a vehicle that has fled on a road in the municipality of Soto del Real (Madrid). </p> <p> According to Efe sources of Emergencies of the Community of Madrid, the lifeless body of the hit man was found at kilometer 18 of the M-608 by two drivers who were driving this afternoon in the area. </p> <p> One of those drivers - a firefighter from the Community of Madrid who was out of service - has telephoned the Emergency number 112 around 21.40 to communicate the finding of the body. </p> <p > The place has moved an ICU Summa whose doctors have performed cardiopulmonary resuscitation maneuvers to the run over that have not been satisfactory since the man was deceased, so they have only been able to certify his death. </p> <p> Apparently the author of the outrage has been given to the f uga without knowing when the event occurred or the time that the corpse has been lying on the road. </p> <p> The Civil Guard investigates the causes of the accident and tries to find the author or perpetrators of the accident, as well as to find out the identity and age of the mortal victim, since he was undocumented. </p>","A man, whose identity and age have not been known until now, has died of a run over this afternoon b..."
society,Prison for a man for kidnapping and mistreating his partner in Fuenlabrada for 4 months,prison-for-a-man-for-kidnapping-and-mistreating-his-partner-in-fuenlabrada-for-4-months,https://cdn.pixabay.com/photo/2014/09/18/22/06/jail-451447_640.jpg,Prison for a man for kidnapping and mistreating his partner in Fuenlabrada for 4 months,"<p> Agents of the National Police of the police station of Fuenlabrada have <strong> detained a 37-year-old man </strong> of age after, allegedly, <strong> holding his partner for four months, assaulting and threatening her continuously </strong>, a spokesperson for the Madrid Police Headquarters has informed Europa Press. </p> <p> The victim began the relationship last May and, a few weeks later, the man began to physically assault and psychologically mistreat your partner. <strong> The woman remained totally incommunicado, which prevented her from asking for help </strong>. </p> <p> In a carelessness of the aggressor, the victim <strong> managed to contact her sister </strong>, that the found hidden and in shock. After reporting the situation she experienced during the last few months, she accompanied her to file a complaint at the police station. </p> <p> As a result, <strong> National Police investigators arrested the alleged perpetrator when he returned home </strong> >, in the Madrilenian town of Fuenlabrada. The subsequent house search allowed the agents to intervene two telephone terminals and a computer owned by the author of the events. </p> <p> In an exhaustive analysis of the devices, the agents managed to rescue an important amount of multimedia files, since <strong> the arrested one stored images and videos with the multiple threats, aggressions and situations of domination and humiliation </strong> to which he subjected his victim. </p> <p> Thanks to the work of the researchers, they were able to demonstrate that During the four months of incommunicado detention, the woman suffered sexual assaults and injuries of which she was not properly treated, since the abuser did not allow it. After being handed over to the Fuenlabrada courts, they were remanded in custody. </p>",Agents of the National Police of the police station of Fuenlabrada have detained a 37-year-old man o...
society,A young woman was arrested in Madrid for pelting some teenagers who refused to have sex with her,a-young-woman-was-arrested-in-madrid-for-pelting-some-teenagers-who-refused-to-have-sex-with-her,https://okdiario.com/img/2018/09/11/avenida-poblados-avenida-abrantes-madrid-655x368.jpg,A young woman was arrested in Madrid for pelting some teenagers who refused to have sex with her,"<p> Madrid Municipal Police arrested a <strong> 21-year-old girl for throwing rocks and bottles at several teenagers </strong> who refused to have sex with her, a spokesperson for Europa Press reported to Europa Press. Local Body. </p> <p> The events took place around 1 am at the <strong> intersection of the avenues of the towns and abrantes, in the district of Carabanchel </strong>. A neighbor in the area, who according to several witnesses had been insinuating to young people for several days, approached a group of 16-year-old kids who were passing by in the meantime. </p> <p> The kids refused to keep sexual relations, so the young woman became violent and began throwing stones and bottles. As a consequence of the aggression, one of them received a strong blow on the nasal septum and another one a cut on the head at the height of the neck, losing a lot of blood. Minutes later, the woman was arrested and transferred to police offices accused of crimes of injury. </p>",Madrid Municipal Police arrested a 21-year-old girl for throwing rocks and bottles at several teenag...
society,A priest and his brother arrested for abusing a disabled person in Carrizo de la Ribera (León),a-priest-and-his-brother-arrested-for-abusing-a-disabled-person-in-carrizo-de-la-ribera-leon,https://okdiario.com/img/2018/09/13/carrizo-de-la-ribera-leon-655x368.jpg,A priest and his brother arrested for abusing a disabled person in Carrizo de la Ribera (León),"<p> The Civil Guard has arrested <strong> a priest and his brother for alleged abuses of a disabled young person </strong> in the town of <strong> Carrizo de la Ribera </strong>, as they confirmed to Efe sources of the investigation. </p> <p> The Government Subdelegation has specified that the arrests of these two people took place after the complaint filed by the family of the alleged victim and have been made available to the Court of First Instance and Instruction number 1 of Astorga (León). </p> <p>   </p> <p> Several residents of this town have explained that the arrested priest is not the local parish priest, although he has spent some time in Carrizo in the company of his brother. </p>",The Civil Guard has arrested a priest and his brother for alleged abuses of a disabled young person ...
society,The Mossos find the corpses of an elderly couple in an apartment in Barcelona,the-mossos-find-the-corpses-of-an-elderly-couple-in-an-apartment-in-barcelona,https://okdiario.com/img/2018/06/18/mossos-badalona-655x368.jpg,The Mossos find the corpses of an elderly couple in an apartment in Barcelona,"<p> The <strong> Mossos d'Esquadra </strong> have located this morning the dead bodies of a married couple in a flat in the Barcelona neighborhood of Poble Sec, according to police sources told OKDIARIO. The area of ​​criminal investigation of the Mossos investigate the facts and the causes of this double homicide, although initially the whole possibility wins that the man has assassinated his wife and later he has committed suicide. </p> <p> The police work in This hypothesis, although not ruling out others, after locating a baseball bat inside the home. With him, investigators believe, the man, 81, would have ended his wife's life of 71 before taking his own life. </p> <p> A Catalan police patrol went to the family home shortly after midnight, after receiving a notice from the Urban Police that had come to the house to do some checks together with the tele assistance service for dependents. </p> <p> The agents have transferred all the information of the event to the court guard of Barcelona, ​​which at around 3 am has authorized the removal of the bodies and will now try to wield if in the killings there has been participation of third parties or it is a case of sexist violence, as indicated by the first inquiries. / p>",The Mossos d'Esquadra have located this morning the dead bodies of a married couple in a flat in the...
society,A popular jury will judge Ana Julia Quezada for the murder of the boy Gabriel Cruz,a-popular-jury-will-judge-ana-julia-quezada-for-the-murder-of-the-boy-gabriel-cruz,https://archive.org/services/img/popular_history_of_ireland_09_0901_sd_librivox1&scale=3,A popular jury will judge Ana Julia Quezada for the murder of the boy Gabriel Cruz,"<p> The judge investigating the crime of eight-year-old <strong> Gabriel Cruz </strong> in Níjar (Almería) has agreed that the alleged author, <strong> Ana Julia Quezada </strong>, be tried by popular jury and he has cited her on the 17th for a court appearance in which he will <strong> inform him of the accusation against her for murder, illegal detention and against moral integrity </p> <p> magistrate <strong> Rafael Soriano </strong> takes a step further in the preparation of the trial against whoever was the <strong> sentimental partner of the father of the minor and author confessed of his violent death </strong> in February and dictates resolution by the one that transforms the previous proceedings in procedure by jury court, according to judicial sources have confirmed to Europa Press. </p> <p> Ana Julia Quezada declared for the first time about the facts that are imputed for more than an hour and a half after that was <strong> stopped at the entrance to a garage comunit Aryan in the Puebla de Vícar </strong>, more than 75 kilometers from the hamlet of Las Hortichuelas and at the wheel of a tourism in which <strong> transported the body without life and half-naked child </strong>, hidden in the boot. </p> <p> On the other hand, in his last appearance before the judicial authority in June, <strong> he refused to answer the questions asked by the magistrate </strong> to, as he argued, safeguard his ' right of defense 'since the secrecy decreed on the proceedings was maintained. However, those questions in which details were interested in how the events occurred, were recorded. </p> <p> Shortly afterwards, it was agreed to lift the <strong> summary secret on the proceedings collected in more than 1,500 folios </strong> partially. According to the newspaper 'La Voz de Almería' on Tuesday, the measure is still maintained on about twenty of these folios. </p> <p> At the hearing scheduled for the 17th, provided for in article 25 of the Organic Law of the Jury Court, the Public Prosecutor's Office and all the parties involved in the proceeding, including the <strong> popular accusation exercised by the 'Clara Campoamor' Association </strong>, are summoned, and the examining magistrate will begin by hearing the prosecutor and, subsequently, the accusers, who will specify the accusation against Ana Julia Quezada. Next, you will hear the lawyers of the defense. In their interventions, the parties may request the investigative measures they deem appropriate. </p> <p> It should be remembered that the Office of the Prosecutor requested an expert diligence to assess the state of the minor's parents, Patricia Ramírez and Ángel Cruz, in the face of the process suffered after the loss of her son and <strong> to determine possible sequels that on a psychological level may have remained after the process </strong> that they have gone through since the disappearance of their son, when he left his home paternal grandmother to address the family, a hundred meters away. </p> <p> During the 13 days that continued the search that narrowed the siege increasingly on the investigated, Gabriel's parents they maintained the head of the appeals and <strong> they even carried out a multitudinal concentration in the Almeria capital </strong> to demand the return of Gabriel under the suspicion that he could be retained. The subsequent autopsy determined that <strong> he died between 15.30 and 16.30 hours on the same day of his disappearance due to mechanical asphyxia </strong>. </p> <p> Judge <strong> Rafael Soriano </strong> also left office to the Civil Guard to inform the <strong> total cost of the search device in order to add the amount to the figure established as civil liability </strong>. The search operation mobilized 1,500 professionals of the Security Forces and Corps, as well as emergency units and 2,600 volunteers in the tracking of Las Hortichuelas, Las Negras, Rodalquilar and other points around the natural park Cabo de Gata-Níjar . Specifically, the work revolved around 40 zones and extended to some 400 'special' points such as rafts and wells. </p>",The judge investigating the crime of eight-year-old Gabriel Cruz in Níjar (Almería) has agreed that ...
society,At least 3 dead and 7 injured in a shooting at Plaza Garibaldi in Mexico City,at-least-3-dead-and-7-injured-in-a-shooting-at-plaza-garibaldi-in-mexico-city,https://c2.staticflickr.com/2/1086/4593541924_47927b04c4_z.jpg,At least 3 dead and 7 injured in a shooting at Plaza Garibaldi in Mexico City,"<p> At least three people have been killed and seven others injured in a <strong> gunfight </strong> on Friday night at the traditional <strong> Plaza Garibaldi </strong> of <strong> Mexico City </strong> strong, just at the start of the weekend celebrations for <strong> Independence Day </strong>, as authorities have informed. </p> <p> Police have indicated that they are looking for three suspects dressed in typical mariachi costumes, who fled the scene on motorcycles. </p> <p> 'This had never been seen here,' said Samuel, who has worked for 30 years in the emblematic square, famous among tourists for the canteens and restaurants that surround it, and the mariachi groups that usually gather to sing. </p> <p> Local media have reported that the victims were dining in one of the restaurants, when they were surprised around 10 pm : 00 local time Apparently forensics have found more than 60 bullet casings in place. </p> <p>  Increasing insecurity  </p> <p> A woman who sells cigarettes in the area, and asked not to be identified, she said that she left the bathroom of a canteen near Garibaldi just after the shots were heard and saw people running and shouting. </p> <p> At the moment she is not clear the identity of the victims. The capital prosecutor's office has limited to indicate in its Twitter account that it investigates the causes of the attack, without offering details. </p> <p> Plaza Garibaldi is located in the limits of the historic center and the neighborhood of Tepito, one of the the city's most violent neighborhoods and the origin of dangerous criminal groups, whom the police blame for a recent increase in violence in the capital. </p> <p> For several years, levels of insecurity in the city remained unchanged. relatively low. However, little by little homicides and extortion have begun to rise. </p>",At least three people have been killed and seven others injured in a gunfight on Friday night at the...
