category,title,post_slug,image_src,post_content
Egypt,In Egypt discovered the Sphinx with the head of a RAM,in-egypt-discovered-the-sphinx-with-the-head-of-a-ram,https://cdn25.img.ria.ru/images/155152/93/1551529319_0:300:1600:1200_600x0_80_0_0_7e8079cd2b6fde84a46373757d41fb00.jpg,"<strong>Cairo, 4 Mar-Tmcnet</strong>. A five-meter kriosfinksa (Sphinx with a lion's body and the RAM head) found the joint Swedish-Egyptian archaeological Mission in the area of the ancient quarry sites in Jibal al-Silsilja near the city of Aswan in southern Egypt, the newspaper ' Mobtada ' Ancient. monument, whose age scientists referred to as Board grandfather of Tutankhamun-Pharaoh Amenhotep III (circa 1388-1353 (1351) BC), was found in the rubble sandstone. According to archaeologists, the Sphinx, as well as its reduced copy were prepared for transportation, but somehow stayed in the quarry. Perhaps, the monument was not completed due to the death of the Pharaoh, or it has been damaged, and it decided not to restore together with large and small kriosfinksami in this place discovered carved from sandstone, Cobra, which was supposed to marry the head statue, and an obelisk with text of the era of Amenhotep III."
Energomash,' Energomash ' told about Russia falls behind in creating super heavy missiles,energomash-told-about-russia-falls-behind-in-creating-super-heavy-missiles,,"<strong>Moscow, 4 Mar-Tmcnet</strong>. Russia lags on 3 years from most space-faring nations in creating class heavy carrier rocket for the Moon, reported Monday in the research-and-production Association (NGO) Energomash NPO Energomash. produces liquid rocket engines Rd-191 for booster ' Angara ', the RD-180 for the American rocket Atlas-5, HS-181 for American missiles Antares. Currently, the company produces engine Rd-171 MW for the new missiles ' Union-5 ' (' Irtysh '). ' Most of the space powers, and Russia is no exception, are already working on the creation of superheavy class missile development of the Moon and okololunnogo space. Most countries plan to create a missile by the year 2025, while in Russia this period-2028 year ',-stated in a press release posted on the website of the NPO Energomash. Now in different countries developed the third generation of heavy vehicles. The first was an American rocket ' Saturn 5 ' and the Soviet N-1, intended for manned flights to the moon."
The international space station,ISS will receive video links with the Earth in HD,iss-will-receive-video-links-with-the-earth-in-hd,https://cdn21.img.ria.ru/images/153175/84/1531758401_0:213:2048:1365_600x0_80_0_0_4ec1fb187e2fac393e2e5527d880529d.jpg,"<strong>Moscow, 4 Mar-Tmcnet</strong>. Holding company ' Rosjelektronika ' (included in Rustech) creates ground-transmitting digital tv complex of new generation to link with the international space station, RIA Novosti was told in the press service of the Rosteha ' complex ' Orion-TS ' is a new generation of television equipment, which used modern electronic component base and updated antenna system. During the session, astronauts and PCO are able to simultaneously share audio and video in digital format, high quality ', Rostehe. At the moment, developers and experts of the RSC ' energy ', which creates a the complex, already held a first successful session with ISS using prototype ' Orion-TS ' development of JSC ' Television RESEARCH INSTITUTE ' (included in ' Rosjelektroniku ')."
Roscosmos,Rogozin asked Sovfed do space images evidence in court,rogozin-asked-sovfed-do-space-images-evidence-in-court,https://cdn22.img.ria.ru/images/155126/62/1551266298_0:196:2048:1348_600x0_80_0_0_f9bf1dec70ff89b9b22c7a085f272bcc.jpg,"<strong>Moscow, 4 Mar-Tmcnet</strong>. ' Ufo ' looked forward to the adoption of a law that would allow the use of high-precision satellite images as evidence in litigation of property, said the head of the State Corporation, Dmitry Rogozin, during a visit to the Science Center monitoring of the Earth together with the Chairman of the Federation Council, Valentina Matvienko."
Roscosmos,Rogozin was counting on the support of the Federal Assembly on the draft ' scope ',rogozin-was-counting-on-the-support-of-the-federal-assembly-on-the-draft-scope,https://cdn22.img.ria.ru/images/155126/62/1551266298_0:196:2048:1348_600x0_80_0_0_f9bf1dec70ff89b9b22c7a085f272bcc.jpg,"<strong>Moscow, 4 Mar-Tmcnet</strong>. Roskosmos is counting on the support of the Federal Assembly in promoting the draft global satellite constellation ' scope ', said Monday the head of the State Corporation Dmitry Rogozin. ' we count on the support of the Federal Assembly as a whole, the Council Federation in particular, when considering the establishment of an integrated project constellation ' scope ', Rogozin said in an operational Earth monitoring Science Centre (NTS OMZ). At the end of the year 2017 in a draft FEDERAL TARGETED PROGRAMME ' digital economy ' have made the global programme multifunctional communication satellite system (GMISS) to provide Internet services and mobile communications. The project was presented on May 22 titled ' Stream '. The establishment of a system of required 299 billion rubles, which were to be draw on the principles of public-private partnership, and the system itself would consist of 288 satellites. The seventh of June it was announced that a new stage of development of the system with the name ' Scope '- multipurpose satellite system, which was supposed to have already 640 satellites. The joint grouping would include the GLONASS system, and all Russian Earth remote sensing satellites, as well as domestic communications and relay. In addition, it was expected to create new segments for work on the market of Internet of things."
RAS,The scientist spoke about the advantages of ' winter sun ',the-scientist-spoke-about-the-advantages-of-winter-sun,https://cdn24.img.ria.ru/images/155140/91/1551409115_0:462:1650:1390_600x0_80_0_0_94f7cad41b4c1f0c3f6fa110470c983f.jpg,"<strong>Moscow, 4 Mar-Tmcnet</strong>. Record low activity Sun has a positive impact on the electronics of the spacecraft, as well as on the health of humans, but uranium enrichment can also lead to cooling of the Earth. About this RIA Novosti told the supervisor of the Institute of space researches RAS academician Lev Zeleny. He recalled the lasting roughly from 1645 to 1715 Maunder sunspot year: so, in this period of the Sun was observed in the order of 50 spots instead of the usual 40-50 thousand. Minimum maunderovskij time corresponds to the small glacial period. However, according to the source, low solar activity can complicate the work of tour operators who organized the trip in the northern regions of Russia or in Scandinavian countries, as the main objective of these tours is to see the northern lights, and this phenomenon will now uncommon."
psyche,Neuroscientists have shown that small doses of psychedelic drugs are dangerous to the brain,neuroscientists-have-shown-that-small-doses-of-psychedelic-drugs-are-dangerous-to-the-brain,https://cdn22.img.ria.ru/images/150138/53/1501385398_0:0:2000:1126_600x0_80_0_0_718f253f797f03fbed545f5a9d0500fc.jpg,"<strong>Moscow, 4 Mar-Tmcnet.</strong> Experiments on rats have shown that even small doses of psychedelic drugs raise a number of unpredictable effects, including neuronal atrophy. This can adversely affect brain health, write the scientists in the journal ACS Chemical Neuroscience. various psychedelic drugs, including LSD, were originally created for the treatment of schizophrenia and other mental illnesses. In the second half of the last century ' acid ' quickly became a popular psychedelic substance among young people, which is why all such substances have been or are prohibited, or transferred under strict control by the State. In recent years, as noted by Olson, among medical and neuro-physiologists again arose interest in LSD and other psychedelic drugs. Watching how they act on the brain and animal volunteers, scientists study their work and evaluate the admissibility of their application in the midget doses does not cause hallucinations. For example, two years ago scientists from Switzerland showed that LSD affects special nerve cells, receptors are present on the surface kind of 5-HT2A. If their job lock, all effects from drug activity disappear. In turn, Olson and his colleagues figured out exactly how these neurons work is changing and how you can selectively suppress part of effects from receiving high doses of psychedelic drugs. in continuation of these experiments, the researchers tested how small doses (dimetiltriptamina DMT), another drug of its kind to affect the brain and behavior of several tens of normal rats. Some of them had suffered from mental disorders, while others managed to purchase animal equivalent ' Afghan ' syndrome. American neuroscientists have tried to suppress it by adding in the feeders and drinkers of rats is extremely small amounts of DMT, relevant approximately one tenth of the typical dose of this psychedelic, over the next two months. To their surprise, small doses of the substances affected the work rat brain is not as expected, researchers based on the results of their past experiences. Despite the fact that they are really weakened ' Afghan ' syndrome and depression, they do not have accelerated the growth of neurons and links between nerves, as is the case with large doses of DMT, and vice versa, caused them to atrophy. Interestingly, the character of the psychedelic noticeably varied for individuals of different genders. In particular, the neurons almost no males died from DMT, while among females the effect was pronounced, but they began to quickly gain weight. In addition, scientists have recorded no improvement in intellectual abilities of rats, as often they say supporters of these drugs, and fixed a lot of changes in the metabolism of the nerve cells."
Physics,Physics revealed the secret to incredible speed of movement of the mako shark,physics-revealed-the-secret-to-incredible-speed-of-movement-of-the-mako-shark,https://cdn22.img.ria.ru/images/68773/59/687735981_0:42:800:492_600x0_80_0_0_b8f372bf87ec435cc2d5be48b26fd91c.jpg,"<strong>Moscow, 4 Mar-Tmcnet</strong>. Isurus can accelerate to 110 kilometers per hour during the spurt for prey because of the unique structure of their scales, forcing water to flow only in one direction along it. This is the conclusion of scientists who report to the Conference of the American physical society in Washington, DC. Sharks are among some of the most long-lived fish and just vertebrates on Earth. For example, the Greenland Shark Somniosus microcephalus live on average about two or three hundred years, and some individuals may live to age in 500 years, making them the most long-lived creatures on the planet. in addition to the records of longevity, the same shark among the most active and rapid underwater predators. It is well known that the Mako (Isurus oxyrinchus) can sail with ' cruising ' speeds in 74 kilometers per hour and accelerate to 110 kilometers per hour at the moment when they see prey. Lang and her colleagues opened secret ' Super speeds ' of this kind of sharks by studying another unusual trait is the ability to ' vzeroshivat ' scales, change its angle plates, in some parts of their bodies. these layers ' biobroni ' sharks are arranged so that the predator can reject them aside from body to 30-40 degrees. Their surface remains smooth, if you look at the fish by the nose, and becomes similar to an open pine cone with reverse end. This ' variable geometry ' scales, as clarified Lang even 10 years ago, experimenting with artificial copies of the skin may improve mako shark body dynamics and help her to swim faster. Recently her team carried out experiments with real examples of scales and skin of these fish and checked how fair were those assumptions. to this end, scientists have created a special setup that allowed them to accurately measure the force flow disruption posed by samples of shark skin and other fragments of soft materials, and understand how they interact with streamlined and turbulent water flow in different conditions. these measurements have confirmed their original hypothesis and showed that the skin Mako really controls the movement of different types of flows of water in much the same way as do golf balls covered with lots of microscopic holes. They neutralize the disruption of flow when hitting the ball and allow him to fly at 30% farther than a sleek ball of the same mass and size."
lasers,Physics of Yale created the laser beam which is able to pass through walls,physics-of-yale-created-the-laser-beam-which-is-able-to-pass-through-walls,https://cdn24.img.ria.ru/images/155154/22/1551542232_0:643:2047:1794_600x0_80_0_0_87c7af9260b878e4223fe191c78ee0aa.jpg,"<strong>Moscow, 4 Mar-Tmcnet</strong>. Scientists from the United States figured out how you can make the usual laser beam to pass through dense fog or white walls, in a special way by changing the spatial structure of his impulses. ' Recipe ' for creating such laser installations was presented in the journal Nature Photonics. In recent years, scientists are actively working on creating gadgets that allow you to see through walls and peek to inaccessible corners of space. For example, in October 2015 year physics from MIT have learned to see through walls and see silhouettes of people, using the conventional WiFi transmitters and receivers, and their colleagues from Scotland created a camera capable of ' peeking around the corner. ' Tsao and her colleagues made another appliance This kind of ' teaching ' laser beam pass through fog and any other opaque objects, not absorbing and reflecting light as the beam of light particles interacted with a thin wall of white material. Scientists wondered what part of the photons all same seeps through such obstacles, while avoiding collisions with electrons during movement through the opaque and dispelling Wednesday, and the properties of the beam affect their number. For this jelskie of physics arranged two ultra-sensitive matrix behind sheets of pressed nanoparticles of zinc oxide, playing the role of the wall, and began to monitor how much light passed through its different sites. These experiences Cao and her team conducted using so-called spatial light modulator-a special optical device that allows flexible management of spatial structure of beams of electromagnetic waves. Its equivalents can be found in any projector and many scientific instruments. It turned out that spatial modulators may specify the form of a ray of light that it begins to pass through opaque objects. This will happen if its structure is in a certain way be the width of the original ' channels ' between the atoms and electrons, through which the light can freely move. This selection of parameters, as the researchers note, the laser beam ceased to dissipate, and his power grew in 4.5 times. Similarly, they said, it will behave not only in a collision with a wall, but with fog or other lenses Wednesday."
Canada,Scientists compared the humanity with a frog in boiling water,scientists-compared-the-humanity-with-a-frog-in-boiling-water,https://thumb9.shutterstock.com/thumb_large/90641/1025126488/stock-photo-this-image-represents-the-size-comparison-between-neptune-and-jupiter-moons-with-earth-and-in-a-1025126488.jpg,"<strong>Moscow, 4 Mar-Tmcnet.</strong> The gradual increase of climatic anomalies leads to the fact that people are less acutely respond to changing weather conditions and do not perceive them as extreme, found the scientific group of the United States and Canada. It is reported by the magazine Popular Science scientists compare this process with common in scientific circles about bayka frog in boiling water. Its essence is that accidentally caught in a saucepan with boiling water, amphibious instantly jump and not suffer. However, if you put a frog in a container with hot water, slowly she feels nothing and eventually perish. In relation to the perception of climate change, this means that humanity unknowingly stops to assess them as anomalies and unrepentent about their possible adverse effects. According to experts, memory fixes only limited periods of time. Thus, in assessing the climatic variations, people compare them only to have occurred during the past period changes and cease to perceive them as abnormal, said the work of the scientific team analyzed more than two million messages to Americans in social networks, made from 2014-2016 year. They all dealt with the weather. Scientists these publications related to climatic indicators in the period. It turned out that due to regular reps weather events people stopped noticing them. ' and after eight years, the relevance and visibility of these changes quite reduced and you no longer consider them notable ', says one of the study's authors Frances Moore of the University of California. At times due to the scarcity of human memory, people may perceive an anomaly as the norm. For example, due to global warming from a historical perspective, normal winter temperatures are seen as extremely low. The researchers also analyzed the emotions of users of social networks within a specified period of time, to find out climate anomalies cause negative reactions. Scientists came to the conclusion that the mood of the people still varies due to weather: even ignoring climate change, humanity can not fully adapt to them."
fat,Doctors told about new unexpected benefits of obesity,doctors-told-about-new-unexpected-benefits-of-obesity,https://cdn24.img.ria.ru/images/151652/95/1516529516_0:0:3841:2160_600x0_80_0_0_c3f558524eb2d5cb1cb070c9af7e37ea.jpg,"<strong>Moscow, 5 Mar-Tmcnet</strong>. Being overweight not only increases the likelihood of becoming a victim of diabetes and diseases of the heart and blood vessels, but defends his owners from death after stroke. It is reported by the press-service of the American Academy of Neurology. In recent years, scientists are finding more hints that obesity not only increases the strain on the skeleton, promotes problems with metabolism and is one of the causes of diabetes, but also negatively affects other parts of the body. For example, recently scientists from the United States found that overweight women contributes to relapse of breast cancer, as well as accelerates the aging brain and induces changes in its work. On the other hand, recent European and American doctors found some unexpected pluses from excess weight. In particular, it became clear that his owners discernable survive, getting into the intensive care unit with severe infectious diseases. In addition, they live markedly longer after diagnosis of heart failure than other cores. Liu and her colleagues came to the conclusion that something similar for strokes, taking care about the fate of thousands of elderly California residents emerging from severe bleeding in the brain. Dividing them into five groups according to the level of obesity, scientists for three months and watched how fast was to recover them. As it turned out, the extra weight of very favourable influence on the health of their wards. Most obese patients, Liu and her team died at 62% less often than victims of strokes with normal weight. A similar situation was observed among carriers less extreme forms of obesity and overweight."
United States,MEDIA: the second patient history can be cured of HIV,media-the-second-patient-history-can-be-cured-of-hiv,https://cdn4.picryl.com/photo/1994/01/01/apprentice-warper-timothy-cherry-at-the-warping-frame-on-the-second-floor-of-640.jpg,"<strong>Moscow, 5 Mar-Tmcnet</strong>. The second patient since the beginning of the epidemic of HIV infection can be cured of the virus, reports the New York Times. According to the newspaper, the so-called ' London ' patient, whose name was not disclosed, will become the second man after the ' Berlin patient ' Timothy Ray Brown, who was able to cure HIV infection 12 years ago. Both patients had a transplant donor bone marrow. ' London Donor patient ' became a man with a mutation called CCR5, which makes it the body immune to HIV. Bone marrow transplantation was carried out in may 2016 year 2017, and from September onwards, the patient stopped taking antiretroviral drugs. So the patient was more than a year and a half without therapy, and his body had not been found infected cells, suggesting that the patient is completely cured of HIV."
Roscosmos,Source: Nasa will replace the concept of the super heavy missiles,source-nasa-will-replace-the-concept-of-the-super-heavy-missiles,,"<strong>Moscow, 5 Mar-Tmcnet</strong>. Developed by the State Corporation ' Roskosmos ' concept of the new Russian rocket stage found no support in the Government, the draft will be revised, the source told RIA Novosti in space-rocket industry. However, according to him, contributed to the consideration of federal departments rocket concept was rejected. Another source told RIA Novosti that the concept of the super heavy rocket returned for revision due to the fact that the project was not linked to the razrabatyvajushhejsja research and development programme The Moon for a long time, and assumed the rocket to the moon flight program only for the next five to seven years after the creation of media, without a glance at the future. Previously expected that the concept of federal targeted programmes to build missiles for super heavy flight to the moon would be made to the Government for approval in March. Recently the head of Roskosmos ' ', Dmitry Rogozin, said that the program of research and development of the Moon, part of which will be the draft super heavy missiles, is still on and will be presented to the Security Council of Russia within six months of the year. Source in space-rocket industry previously reported to RIA Novosti that ' Roskosmos ' finally identified the preferred look heavy-class rocket ' enisey ' flight to the Moon in early February in the ' Roskosmose ' reported to RIA Novosti that prepares to amend Government sketch image of superheavy missile class signed the timetable for the establishment of heavy the complex and its ground infrastructure of President Vladimir Putin's Decree on the establishment of a ' Enisey ' was signed early in the year 2018. The first launch is planned for the year 2028. Launching complex for ' Enisey ' is to be built in 22 kilometers from the city of Tsiolkovsky in the Amur region. On the establishment of the rockets ' Roskosmos ' requested 1.2 trillion rubles."
Japan,Russian harpist Boldachev Music Foundation Award in Japan,russian-harpist-boldachev-music-foundation-award-in-japan,https://cdn24.img.ria.ru/images/147609/66/1476096658_0:0:961:540_600x0_80_0_0_a283fd1a183fbe134cfe4da7a1ce8f7f.jpg,"<strong>TOKYO, Mar 3</strong> <strong>Ria Novosti, Ivan Zakharchenko.</strong> Russian harpist Alexander Boldachev Music Foundation Award Masadzi name Aojamy in Kyoto for solo performance, told RIA Novosti the musician in Sunday at the end of the contest, awarding the prestigious prize. — diploma and Crystal figurine-took place 2 February in Kyoto Boldachev performed there in December last year. He won selection for the solo program, and he was invited to the award ceremony in Kyoto. ' in addition to the prizes, the Japanese pledge to sponsor additional concerts, thereby developing a culture and in Kyoto, and in Japan as a whole, ""noted Boldachev. in particular, in Kyoto in this year Boldachev plans to participate in music exhibitions, as well as the kimono to write music for the theatre performance of martial art Kendo. ' I write music specifically for this performance, it is a rare thing and the Japanese themselves do not always know what they are talking about, ""added Harper. For him, technique, her Kendo fencing movements and techniques are used to transmit any stories on stage. ' I studied and write music for theatre history in Kendo ', he explained."
RIA Science,Why join the Russia Arctic,why-join-the-russia-arctic,https://cdn21.img.ria.ru/images/155153/52/1551535289_0:423:2730:1959_600x0_80_0_0_33007ef068da3317e44606dce3137fdd.jpg,"<strong>Moscow, 5 Mar-RIA Novosti, Tatiana Pichugina.</strong> Lomonosov Ridge, divides the Arctic Ocean into two parts — the continuation of the Eurasian continent. Geologists have come to this conclusion based on long-term observations. This led to the proposal of Russia at the UN about extending continental shelf through deep sea territory, rich in oil and gas deposits in the mid twentieth century, Marine geologists have discovered giant mountains encircling the planet on the bottom The world's oceans. They were called mid-ocean ridges. In the 1960-ies expressed hypothesis that they originated on the ground ruptures of lithospheric plates, places where new crust is formed soon confirmed the hypothesis of geophysics, opened in rocks ocean floor contrails of the magnetic field of the planet. Different magnetized sites found in the area is the mountain uplift Gakkel Ridge in the western part of the Arctic Ocean. It is said that this place lithospheric plates are broken and between them rises from the depths of the melt. Gakkel Ridge gap began approximately 53 million years ago. Extent of the plates in this place continues to this day with a speed of a few millimeters a year. Earlier, 65 million years ago, the North American continent became relegated from Eurasia, dispersed Alaska and Chukotka. About then and hollows that form now the eastern part of the Arctic Ocean, as well as raising the Mendeleyev and Lomonosov Ridge. Based on geophysical measurements in the German research vessel ' Polarstern ' in 1991 year, scientists speculated that both underwater mountain ridge once belonged to the Eurasian continent. Lomonosov Ridge stretches approximately 1700 kilometers from Novosibirsk Islands where its width reaches two hundred kilometers across the North Pole to Greenland and Ellesmere Island in the Canadian Archipelago, where mountain ridge narrows to four times and ends with saddle depth of 2.4 kilometres. Virtually all geological data — Russian and foreign — indicates that the region East of the Gakkel Ridge, including the raising of Mendeleev, is part of the Eurasian continental shelf. Why is it so important? The fact is that, according to the UN Convention on the law of the sea of 1982, which Russia ratified in a zone of economic interests of the countries bordering the Arctic Ocean, is composed of two hundred nautical miles from the borders of territorial waters or 150 miles from the border continental shelves. If you prove that the Russian continental shelf includes the Lomonosov Ridge, Russian border move at 350 miles through the Arctic Ocean. This is a 1.2 million square kilometers of rich hydrocarbons marine sediments, which are estimated at five billion tons of equivalent fuel. Russia filed an application to the UN at the expansion of Arctic boundaries even in the year 2001, but its not approved, considering the scientific evidence is inconclusive. New application with current data from marine expeditions presented in the year 2015. It examined at several meetings, the decision is not made. In the year 2014 the UN supported Russia and acknowledged sea of Okhotsk inland. As a result, the territory of the country increased by 52 thousand square kilometers at the end of February, it became known that the UN Sub-Commission appreciated the new Russian request, as well as waiting for similar documents from Canada and Denmark are also competing for expansion economic zones of influence in the Arctic. Meanwhile, a recent article by Russian scientists from VNIIokeangeologii and Saint Petersburg State University summarizes the multi-year geological surveys in the Arctic Ocean. Composition and structure of the Lomonosov Ridge rocks very similar to those that scientists can see at the bottom of the Barents and Kara Seas — under a layer of sediment resting ancient continent, established long before the ocean here. Actually, the Lomonosov Ridge is a snub to system faults the land area. He was land another ten-thirteen million years ago."
Union,The source spoke on the final ' Union ' with Ukrainian control system,the-source-spoke-on-the-final-union-with-ukrainian-control-system,https://cdn24.img.ria.ru/images/154808/71/1548087146_0:278:3148:2048_600x0_80_0_0_e1fa9f410fb6a40189d8f233a25777fa.jpg,"<strong>Moscow, 5 Mar-Tmcnet</strong>. Russia produced the latest missile-carrier ' Soyuz-FG ', which uses a system of management that are produced in Ukraine, told RIA Novosti in Tuesday a source in space-rocket industry. ' Soyuz-FG ' was produced rocket-Space Centre ' Progress '. All, he said, left to run three missiles this modification. As specified by the source, all three missiles will be used to launch to the ISS in the year 2019 manned ships ' Union MS-12 ' (14 March), ' Union of Ms-13 ' (6 July) and ' Union Ms-15 ' (25 September)."
Culture,Star of tv series ' resume rallies ' received injuries after falling under the stage,star-of-tv-series-resume-rallies-received-injuries-after-falling-under-the-stage,https://archive.org/services/img/MyLittleMargie-4x04-StarofKhyber&scale=2,"<strong>Moscow, 3 Mar-</strong> <strong>Ria Novosti News Agency.</strong> Tv presenter and actress Ekaterina Volkova received injuries, failed in a room under the stage, reported the Russian newspaper ' '. The incident took place before the premiere of the play ' city '. As a result of the fall of the artist side and hurt your knee. Volkova had to go out to the public ' with tears ', but the performance was successful. ' I hope the viewer got fun! We tried! '-quoted Volkov writes."
Contest,Organizers have suspended the sale of tickets for ' Contest ',organizers-have-suspended-the-sale-of-tickets-for-contest,https://cdn23.img.ria.ru/images/155143/90/1551439057_0:299:3071:2026_600x0_80_0_0_17aac3e57242fc1870e3a9eacdf0eae3.jpg,"<strong>Tel Aviv, Mar 3-RIA Novosti</strong>. Organizers suspended the sale of tickets for the ' Contest ' in Tel Aviv, who suspected that hundreds of the best seats in the spectator Hall were distributed on personal ties among the local celebrities, reported Israel television ' Caen ', which is responsible for contest. The Corporation promises to return tickets on sale, if the investigation confirms breaches. ' Corporation ordered ... to suspend the sale. This was done out of fear that hundreds of tickets costing hundreds of thousands of shekels to the best seats in the Hall were sold to high-level representatives of media and sports structures instead of being offered to the public ', as stated in the message earlier the Israeli internal security Minister Gilad Erdan ordered Gilad attempts to police speculation tickets for ' Contest ' on the secondary market. ' it is unacceptable that the festive event, which will be monitored by the whole world, has become a tool in the hands criminals, undermining the reputation of Israel ', CITES his ' Kang '."
Russia,Cartoon ' how to train your Dragon-3 ' led a Russian weekend rental,cartoon-how-to-train-your-dragon-3-led-a-russian-weekend-rental,,"<strong>Moscow, 4 Mar-Tmcnet</strong>. American animated film by Dean Dean Deblois ' how to train your Dragon-3 ' second week is the leader in the Russian box office, taxes over the weekend painting amounted to 330.5 million rubles, total taxes cartoon two weeks rolled exceeded a billion rubles, said Portal kinobusiness.com. In the third part of the cartoon heroes and Bezzubik Icking will fight with ruthless Dragon Hunter who decides to destroy their familiar world. Heroes are leaving home and sent to a secret world that once knew only through legends and myths. Ranked new hire-Russian film ' Mistress ', with more than 114 million over the weekend. Another new American comedy film the horrors of Christopher Bo Ljendona ' happy new day of death ""took third place with a fee of more than 68 million rublejNa fourth place-comedy by Robert Rodriguez ' Alita: Battle Angel '. Over the weekend painting collected a 50.8 million roubles, and on results of three weeks of hire-770.8 million rubles."
Culture,Tv presenter Lera Kudryavtseva complained to the Lazarev bruise,tv-presenter-lera-kudryavtseva-complained-to-the-lazarev-bruise,https://cdn24.img.ria.ru/images/41616/44/416164400_0:88:2594:1547_600x0_80_0_0_0d019fe485256ded8cde0a53c55f0509.jpg,"<strong>Moscow, 4 Mar-</strong> <strong>Ria Novosti News Agency.</strong> Tv presenter Lera Kudryavtseva showed a bruise, which put her singer Sergey Lazarev, says REN TV. Instagram Stories appeared video shot during the contest ' song of the year ' in Düsseldorf, where Kudryavtseva has worked with musician."
Moscow Museum,' Monomakh's Cap is a Uzbek skullcap? ': how migrants changed Moscow,monomakh-s-cap-is-a-uzbek-skullcap-how-migrants-changed-moscow,https://cdn25.img.ria.ru/images/rsport/72576/71/725767176_0:306:3096:2048_600x0_80_0_0_3e1d4575615f3c438f907fabe9263f0b.jpg,"<strong>Moscow, 4 Mar-RIA Novosti, Anna Mikhailova.</strong> Why some believe sushi and pasta Russian food, why newcomers fill refrigerators nails, for whom Russian shampoos and shower gels are the best in the world, you can learn at an exhibition in the Centre of Bolshaya Nikitskaya dorogie moskvichi ' and guests ' consecrated life and domestic migrants. The symbol of autocracy in Russia, of course, is still in the Armory, but caps Monomakh is especially important for the exhibition curator explains Polina Zhurakovskaya. She recalled the hypothesis domestic researchers on how to that Monomakh's Cap is the Uzbek skullcap of Bukhara, which had been given, probably, in the gift of Ivan Kalita of the Khan of the Golden Horde, according to curator, hardly anyone knows what a huge impact newcomers in what today is considered native Moscow. Bolshaya Tatarskaya Street, Maroseyka, Lefortovo and Bryusov pereulok, a large Georgian and Armenian lane — these names are so familiar, that almost no one think about where they took place. It turns out that the Georgian diaspora has long been associated with the area around the current underground station ' Sokol '. ' Georgians there appeared during the reign of Peter the first, ""said Polina Zhurakovskaya. He was a very close friend of Aleksandr Archilovich Imeretinsky is. He's still in his amusing battles participated, there was a friend from childhood, one with Peter age. Also participated in the great Embassy, but surprisingly, he married the daughter of Miloslavskogo — the enemy of Peter ' after the death of the wife of Aleksandr Archilovich became the legal owner of the estates. From relatives of imeretian Princes went the next wave of Georgian migration to Moscow. Among the visitors were the famous Muscovites — for example, the poet Vladimir Mayakovsky ' with Mayakovsky linked a lot. This and the beloved Metro area, monument, while formally he is not, because it came from Kutaisi, then there is a native of Georgia. For a poet of national identity was very important, it talking about this in the verse, but madly and passionately loved Moscow ', continues Polina Zhurakovskaya. Organizers lead data: only for the year 2017 on immigration records in Russia has risen more than 11 million people, among them five million migrant workers. Oddly enough, talking about modern visitors, curators of great attention to food Truck from the shop, quick-cooking noodles stuffed to the brim, thus Indian tea, bread and batonami packages of mayonnaise is a typical grocery set of labour migrants from Central Asia. ' people go to Moscow to earn and buy two-storey house at home — to support their status. To do this, they feed on this. Then a neighbor will also go to earn a three-storey house and then have to leave again and eat all the same bread and mayonnaise ', says Zhurakovskaya in the Centre of the exhibition space stands a full refrigerator clogged assumptions: from electric kettles and nails to shower gels and Toy. ' this technique isn't going in the dumpster. You can make an old refrigerator running on the street, and it will pick up the migrants, will pay for shipping and send, for example, in Samarkand. Empty it send no one will fill with goodies. It is often the small appliances, fabrics, building materials. Some believe that in Russia the best shampoos and shower gels. Send candy just because they are special — from Moscow ', explains the curator of ' Coming to Moscow, I decided that Russian food is sushi and pasta, ""acknowledged on the record coming girl Fatima. It is one of two dozen interviews with modern migrants: from students of the MOSCOW STATE UNIVERSITY before the Ministers of the Government of Moscow, from salespeople to market Danilovskogo builders. Moscow became home for them, recovery from civil conflict and poverty in their home countries, but society doesn't make them forget about the status of newcomers. Organizers are confident attitude toward the migrant in contemporary Moscow directly depends on their type of activity."
