category,title,post_slug,image_src,post_content
neurophysiology,Fuel for the brain. Four easy ways to improve your memory,fuel-for-the-brain-four-easy-ways-to-improve-your-memory,https://cdn22.img.ria.ru/images/155172/32/1551723218_0:175:3068:1901_600x0_80_0_0_8acb286ef8a4b9ee0f9b163a03737466.jpg,"<strong>Moscow, 13 Mar-RIA Novosti, lawyer, Enikeeva, Alfiya.</strong> Ordinary man for twenty minutes is able to memorize and reproduce a sequence of 25-30 of unrelated words. The participants of the World Championship on memory for fifteen minutes learn a random set of three hundred text elements. Innate ability here at anything, say scientists. Memory performance and speed of memorizing can be trained, if you approach the case wisely. At the end of the year 2016, scientists from the Netherlands, Germany and the United States trained five dozen volunteers, ranging in age from 24 to 27 years to memorize the sequence of 72 words. Participants were divided into three groups. The first coached the short term memory. The second studied by the method of so-called lokusnoj workout: list items — in this case, the word is connected with the certain place, focusing on which people could correctly reproduce the sequence. Volunteers from third team did nothing. They performed in as a control group. Before the training, the participants could remember about 25-30 words from 72. After six weeks of intensive training, the volunteers of lokusnoj methodology correctly reproduced on average 35 words more than ever before. Those who tried to improve short term memory, vyuchivali in 11 words more, and members of the control group — about five words, four months later, during which there was no training, volunteers again asked to pass these tests. And again the best results showed those who used the lokusnyj approach. Memory performance increased by about 22 words compared with the level at the beginning of the study. The first group have no difference with the original indicators was not, and that's from someone who is not trained to memorize new words, results have worsened. Brain Scan study participants showed that those who were able to significantly improve your memory, have changed the functional relationship between the neurons: they became stronger. It is made up of two divisions of the brain — the medial prefrontal cortex, which is activated when people relate new knowledge already acquired, and right dorsolateralnoj part of the prefrontal cortex, which is a substrate of short-term memory. Memory can be improved and regular physical exercise, showed the work of British and Dutch scientists. They asked volunteers to remember the association between images and location of labels on a computer screen and reproduce them from memory. The next day the test repeated the best results showed those participants who engaged in the sport through four hours after the first stage of the experiment. Exercise performed immediately after memorising material, significant impact on memory performance is not provided. The authors of the study suggest that sport increases the production of norepinephrine and dopamine. These neurotransmitters stimulate the activity of the hippocampus is a plot of the brain, playing a key role in the formation of long-term memories from short-term memory. According to a study by scientists from the University of Exeter (United Kingdom), people, upotrebivshie alcohol after training, remember information better sober researchers asked 88 people aged from 18 to 54 years of age who are not abusers of alcohol, learn a few dozen words that were similar to the present, but kept the extra letters. Then the subjects were tested to assess the number of memorized items. After this part of the volunteers allowed within two hours to drink so much touch hot as they saw fit. The next day, all participants in the blood alcohol level measured and were asked to take the test again. Among the leaders by the number of points scored were those who on the eve of the hearing. And the more it subjects in the body per mil, the better was the result of the test. Scientists explain this effect possible influence of alcohol on the processes occurring in the brain during sleep. Although State that is just a guess. The more rats having sex, the better they work the hippocampus, found u.s. scientists from Princeton University. In humans, this area of the brain plays a key role in memorizing words. Transfer the results of rodent experiments on people, but there is some correlation, at least for women. Canadian researchers found that representatives of the fair sex, a lot of time with love pleasures, better at remembering abstract words. And here's a memory for faces of frequency does not depend on sex, because it meets the other Division of the brain. After 50 years of having sex are equally good effect on memory, regardless of sex. According to the Australian psychologist Mark Allen, frequent sex helps elderly maintain memory at a higher level."
Union,Source: launch O3b ' Soyuz ' rocket from Kourou moved,source-launch-o3b-soyuz-rocket-from-kourou-moved,,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Planned on March 29 launch of four British O3b communication satellite carrier rocket ' Soyuz ' from Kourou postponed on April 4 due to transfer missile Vega from Italian spacecraft PRISMA with 14 on 21 March, told RIA Novosti in Wednesday a source in the Russian space industry. ' the company Arianespace has informed the Russian side about the postponement, for technical reasons, the launch of the Italian satellite for remote sensing of the Earth PRISMA booster Vega from 14 to 21 March. After the launch of the Vega to prepare funds to start Baikonur rockets ' Soyuz ' spacecraft O3b will require two weeks ',-the interlocutor of the Agency. In this regard, he said, the launch of ' Soyuz ' postponed on April 4. ' Start-19:31 MSK ', added source. In 2013-2018 with four missiles ' Soyuz ' orbit from Kourou had been withdrawn 16 British O3b communication satellite, designed for low-cost high speed Internet access. They were built by the European company Thales Alenia Space commissioned by British company O3b Networks is a 100% ' daughters ' of the European satellite operator SES."
GLONASS (navigation system),"The GLONASS system designer can change, said a source",the-glonass-system-designer-can-change-said-a-source,,"<strong>Moscow, 13 Mar-Tmcnet</strong>. The GLONASS system designer-Deputy Director-General Lauri (head of Roskosmos ' Research Institute ') Sergiy Karutin retired from the Institute and soon will be headed by ' Roskartografiju ', RIA Novosti reported three sources in space-rocket industry. ' Today Sergey Nikolaevich said goodbye to colleagues at the Tsniimash, ' said one of the interlocutors of the Agency. According to him, in connection with his transfer to another job Karutinu will most likely have to vacate the position of General the designer of the GLONASS system, another source said that the search for a new genkonstruktora and approval of him may be delayed until June because the Decree of the President candidate. ' Roskartografy ' RIA News officially confirmed that soon there will be a Board of Directors, which approves as the General Director Karutina. Karutin RIA Novosti calls not answered. Transition plans Karutina in the ' Roskartografiju ' confirmed the third source in the space industry. According to him, genkonstruktor systems ' goes on crossing ', considering that in 2020 the year ends with the current FTP ' GLONASS ', which will have to be held accountable, are developing the concept of a new FTP on the 2021-2030 years."
Biology,"Biologists found in Crimea motylja, capable of living in dense brine",biologists-found-in-crimea-motylja-capable-of-living-in-dense-brine,https://cdn23.img.ria.ru/images/152738/63/1527386319_0:156:3072:1884_600x0_80_0_0_8bac594ce45319e29c6a7f080e154d88.jpg,"<strong>Moscow, 13 Mar-Tmcnet.</strong> Scientists from Sevastopol and St. Petersburg found that three kinds of the Crimean mosquitoes have a unique ' supersposobnostju ' is their larvae can live in very dense brine, comparable to the level of salinity of the dead sea. Their description was presented in the journal of Knowledge and Management of Aquatic Ecosystems. In recent years, scientists have begun to actively discuss the panspermii hypothesis is the idea that life on Earth or other planets could be entered from space. It was invented in 1903 by the famous Swedish chemist Svante Arrhenius, but until recently no one considered seriously. The situation changed after experiments on board the Russian Bion series of ' biosputnikov-m ', in practice proven survival of microbes in a meteorite falling to Earth. In addition, American scientists have shown that the fossilized remains of life on earth could be ' knocked out ' from the surface of the Earth asteroids and be thrown into space, where they in the past, reaching for the Moon, Mars and other planets. Similar experiences, as well as the discovery of traces of potentially habitable Lakes on Mars make scientists wonder about the conditions in which extraterrestrial creatures might live and what is necessary for their survival. Among the candidates for the role of such ' aliens ' are considered so-called halophiles are a small group of microbes and multicellular creatures, able to live in conditions of extremely high salinity and the permanent lack of moisture. Shadrin and his colleagues discovered three species with such ' supersposobnostju ' by conducting a kind of census among various living creatures that live in salt lakes of Crimea. They asked what group of organisms adapted to a similar ' alien ' Wednesday and the molecular mechanisms that allow them to live in it. in total, over four hundred scientists collected zooplankton samples, small invertebrates animals and algae found in the various reservoirs of the peninsula, and made sure What salt concentration they might transfer. the attention of biologists attracted motyli, chironomus larvae, which can be found in almost every salty lake of Crimea. When they measured their resistance to salt, they found that three types of these insects is Baeotendipes noctivagus, Cricotopus sylvestris and Tanytarsus mendax, can live in very strong brine. the first type of mosquitoes, scientists found, generally turned out to be the record in this regard is a its larvae are able to dwell in the 30% solution of salt that is comparable with the level of salinity of the dead sea, Lake Baskunchak and many other ' alien ' bodies of water on Earth. Motyli two other types of slightly inferior to him in this regard. Further study of these mosquitoes, scientists hope, will help them uncover secrets their survival at such a strong brine. This will help not only to understand where and how life can exist outside of Earth, but start using motylej like the mosquito as a source of pure feed for fish, which by definition will not be eggs and larvae of the parasite."
Roscosmos,' Roskosmos ' began cifrovizaciju the rocket and space industry,roskosmos-began-cifrovizaciju-the-rocket-and-space-industry,,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Roskosmos and Corporation ' Galaxy ' signed a memorandum on cooperation in the field of digitization, providing for the introduction of domestic software in key projects of the State Corporation ', the parties agreed on cooperation in order to develop advanced approaches to the Organization of and provision of information services and the development of projects in the field of the digitalization of space-rocket industry of the Russian Federation, said in a statement on the website of the Corporation. The document was signed by first Deputy the Director General of State Corporation ' Roskosmos ' constellation development and promising projects Yuri Urlichich and first Vice President of the Corporation ' Galaxy ' Andrey Marushkevich."
Union,The source of the reported problems when testing the rockets ' Soyuz-FG ',the-source-of-the-reported-problems-when-testing-the-rockets-soyuz-fg,https://cdn24.img.ria.ru/images/155172/26/1551722626_0:102:3072:1830_600x0_80_0_0_5d17e2f25025e907102edca480110584.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Complex tests ' rocket Soyuz-FG ', on which you want to send into space the new ISS crew, had to spend twice because of problems encountered, the source told RIA Novosti in space-rocket industry. According to him, a test a simulation of a missile until the separation of the spacecraft passed yesterday after export ' Union-FG ' to launch complex in Baikonur. During the tests revealed errors in the individual systems. Because of this shifted the schedule at the launch site, however the start of ' Union-FG ' transfer is not planned, he added. ' In case of similar situations in the graph of prelaunch preparation has a reserve day, ""explained source. According to another source, RIA Novosti, the rocket was replaced by the two instruments on which the failure is discovered. What rocket systems include devices, the interlocutor of the Agency did not elaborate."
RIA Science,The first explosion of a nuclear bomb showed a restored shooting,the-first-explosion-of-a-nuclear-bomb-showed-a-restored-shooting,https://cdn.pixabay.com/photo/2016/09/11/01/52/explosive-1660545_960_720.png,"<strong>Moscow, 13 Mar-Tmcnet.</strong> In the network appeared restored video of the first-ever test of a nuclear weapon ' Trinity '. Movie published on YouTube atomcentral channel. Imprinted on the film occurred in 1945 year at Alamogordo in the U.S. State of New Mexico. Power of the explosion was equivalent to approximately 21 kilotonne of TNT. Located not far from the epicenter gone ' Tower ', and asphalt melts around it."
Physics,Physics of MIPT was forced to go back inside a quantum computer,physics-of-mipt-was-forced-to-go-back-inside-a-quantum-computer,https://cdn25.img.ria.ru/images/155175/49/1551754969_196:0:1824:916_600x0_80_0_0_a901bdc90c5d3c7de05f6c75c31511a5.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Scientists from Russia, Switzerland and the United States forced the quantum computer back for a fraction of a second into the past ' ' violating the second law of thermodynamics. Their conclusions and possible manifestation of this effect in the real world was presented in the journal Neuropsychopharmacology. One of the pillars of modern physics and Cosmology is the concept of the so-called ' boom time '-postulate that time in our universe moves exclusively in one direction, from the past to the future. In other words, we move through the four-dimensional space exclusively in one direction along the time axis, and ' rewind ' it back it is impossible from the point of view of physics, this is reflected in the fact that over time the anarchic, chaotic universe State that scientists call entropy, is growing steadily. For example, this process is reflected in the changing state of the energy Universe. This principle, which scholars often referred to as the ' second law of thermodynamics ', is considered the inviolable rule governing the life of the entire universe at all levels. It is also the reason why ' perpetual motion machine ' will always be only dream of science fiction writers and will never become a reality. Treefolk three years ago and his colleagues found that the second law of Thermodynamics can be violated at the quantum level, actually trying to prove otherwise. This paved the way for a quantum analogue of the famous ' Maxwell's demon ' is a hypothetical substance, fast and slow sorting molecules. Later Russian physicists have successfully implemented this idea in practice. This has forced them to think about whether it is possible to take advantage of the amazing properties of the quantum world and Maxwell's demon smash into several parts, separated by relatively large distances. They have implemented this ambitious task at the end of last year. The logical continuation of these experiments, as noted by the Treefolk, became checking whether time spontaneously turn into reverse at least one particle, whose the behavior of the control laws of quantum physics. For this purpose, they weighed whether the electron located in empty space, spontaneously go back for a moment back in time using the Schrödinger equation to estimate where at a particular time will be a particle. These calculations were based on a simple idea-the position of the particles will gradually ' to be smeared on space, subject to action ' arrowhead ' time. As it turned out, the electron can really be spontaneously in the past, returning to the State He had a couple of moments ago. Such developments, however, should happen extremely rarely-according to calculations the Kobold and his colleagues, this may happen about once for all time of the existence of the universe, and time will be ' just ' back at the seeked 0.06 nanoseconds. Nevertheless, the the possibility of such a violation of the second laws of thermodynamics has allowed Russian and foreign scientists to carry out such an operation ' manually ' using the cloud quantum computer firm IBM. Combining two or three kubita, basic modules and memory of such machines, scientists have filled their specific set of numbers and began to manipulate their content so that the level of chaos inside the quantum the system began to grow rapidly. When entropy has reached a certain point, the work of qubits start manage another program which has translated them into such a State that further ' evolution ' get-go not towards chaos and order. As a result, the qubits momentarily returned to its original state. Such a procedure, as pointed out by physics, success is not always managed to do in 80% of cases for two memory cells, and only half the attempts for three qubits. This is how researchers, has been associated with errors in the work of the quantum computer, rather than with some other completely unexpected and inexplicable reasons."
Space-Science,A source told to replace two faulty appliances ' rocket Soyuz-FG ',a-source-told-to-replace-two-faulty-appliances-rocket-soyuz-fg,https://cdn24.img.ria.ru/images/155172/26/1551722626_0:102:3072:1830_600x0_80_0_0_5d17e2f25025e907102edca480110584.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. Specialists replaced two faulty appliance Launcher ' Soyuz-FG ', planned to run Thursday manned ' Soyuz MC-12 ' with ISS crew, after unsuccessful comprehensive tests at the Baikonur Cosmodrome, told RIA Novosti in Wednesday a source in the space industry. previously, another source in the industry told RIA Novosti that the complex tests missiles ' Soyuz-FG ' had to repeat in Wednesday at the Baikonur Cosmodrome due to problems encountered during similar prelaunch validation. ' after yesterday's failed of integrated testing in ' rocket Soyuz-FG ' replaced the two instruments in which faults have been identified, ""the spokesman said. While he did not specify whether the missile systems were."
Roscosmos,The source said about moving rite of consecration ' Soyuz-FG rockets ',the-source-said-about-moving-rite-of-consecration-soyuz-fg-rockets,https://cdn25.img.ria.ru/images/155172/08/1551720841_0:320:3070:2047_600x0_80_0_0_aa1f4bb3f17e430ba67016487e847f50.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. The rite of consecration ' rocket Soyuz-FG ', which is to start on March 14 to the international space station the ship ' Union MS-12 ' with a crew of three, was postponed for a day, the source told RIA Novosti in space-rocket industry. The consecration planned to hold March 13. ' Consecration is postponed to the next day because after work on the preparation of prelaunch ',-the interlocutor of the Agency. the industry source Earlier told the RIA Novosti news agency that the complex tests missiles ' Soyuz-FG ' had to repeat in Wednesday at Baikonur due to problems encountered during prelaunch check. Another source, in turn, said that according to the results of the tests had to replace two of the device in which the deviations were identified. Previously reported that the launch of the vessel ' Union Ms-12 ' is scheduled for March 14 at 22.14 MSK and it docked with the ISS on March 15- 4.07. The crew of the ' Union of Ms-12 ' entered the Russian Aleksey Ovchinin and American Nick Haig, not doletevshie ' Union Ms-10 ' up to the ISS in October because of an accident ' rocket Soyuz-FG ', as well as American Kristina Cook earlier NASA published a picture, which depicted father Sergius, man posing in a jacket with the words ' Confessor Roskosmos '. On the chest flaunts an image of ' rocket Soyuz-FG ', and on the sleeves marked with the inscription ' Baikonur ' and Russian tricolor."
Roscosmos,' Ufo ' reported readiness ' Union-FG ' to launch the new ISS crew,ufo-reported-readiness-union-fg-to-launch-the-new-iss-crew,https://cdn24.img.ria.ru/images/155172/26/1551722626_0:102:3072:1830_600x0_80_0_0_5d17e2f25025e907102edca480110584.jpg,"<strong>Moscow, 13 Mar-Tmcnet</strong>. ' Roskosmos ' at the Baikonur Cosmodrome performed maintenance work in the preparation of ' rocket Soyuz-FG ' to planirujushhemusja in Thursday launch manned ' Soyuz MC-12 ' with the new ISS crew, all the parameters of the missiles, RIA Novosti was told in the Wednesday ' Roskosmose '. It was reported previously that the launch of the vessel ' Union Ms-12 ' is scheduled for March 14 at 22.14 MSK and it docked with the ISS on March 15-4.07. The crew of the ' Union of Ms-12 ' entered the Russian Aleksey Ovchinin and American Nick Haig, not doletevshie ' Union, MS-10 ' up to the ISS in October because of an accident ' rocket Soyuz-FG ', as well as American Christine Cook. ' when preparing to start are always performed maintenance work . According to the results of their spending, it was found that all the parameters are normal rocket ', ' Roskosmose '. the State has not explained exactly what maintenance works were carried out."
cancer,Russian scientists ' revived ' promising protein cure for cancer,russian-scientists-revived-promising-protein-cure-for-cancer,https://cdn23.img.ria.ru/images/155138/74/1551387430_0:413:2174:1636_600x0_80_0_0_80b8aa40f3fa6762dbe65cbcfb576e78.jpg,"<strong>Moscow, 13 Mar-Tmcnet.</strong> Molecular biologists from Pushchino and Moscow have figured out why one of the most promising protein anti-cancer drugs did not work when dealing with real tumors and ' resurrected ' his combined with two other medications. The results of their experiments were presented in the International Journal of Molecular Sciences. The human body and other multicellular beings developed over millions of years of evolution of the many mechanisms that protect it from the accumulation of mutations in the cells and destruction of potential ' pioneers ' tumors before they have time to multiply. For example, some immune Taurus can purposefully ' include ' in other cells of the chain of genes responsible for the initiation of a programme of self-destruction, if they suspect that they pose a threat to the organism and can turn into cancer. Today molecular biologists are actively looking for methods that would forcibly run these genetic ' instructions ' in cancer cells that would ' destroy ' tumors, pure not using chemotherapy or radiotherapy. Especially high hopes, as the press-service of the Institute for theoretical and experimental biology of RAS, Pushchino, scientists pinned on protein TRAIL, highly selective ' killer ' cancer cells, acting on one of these chains genes associated with ' death receptors DR4 and DR5. ' Its artificial analogue of izTRAIL proved in experiments with cultures of tumor cells in test tubes, but not acted on real tumors during clinical trials. In addition, later scientists discovered that some cultures of cancer cells are rapidly becoming invulnerable for his actions, and when experiments. Roman outside the body Faddeev, head of laboratory at the INSTITUTE of THEORETICAL and EXPERIMENTAL BIOPHYSICS RAS, and his colleagues found out what it was due, and made a big step for the establishment of an effective anti-cancer medications on the basis of izTRAIL, observing the interactions of its molecules and various cultures of cancer cells and experimenting on mice deprived of its own immune system. These experiences have shown that the strength of the protein-'killera ' on cancer cells greatly depended not only on the intrinsic properties of tumor cells, but also how big the population density was ' ' in test tubes and how they were closely located to each other. This led them to believe that cancer cells can acquire invulnerability to the effects of the protein due to its distinctive ' collective ' protection that prevents the work of izTRAIL molecules. Guided by this idea, scientists have tested what would happen if you handle such a culture is not pure protein-'killerom ', a combination of izTRAIL and small amounts of two other anti-cancer molecules of sorafenib and iRGD impeding ' communication ' tumor cells. These substances do not have electoral nature of izTRAIL action, but even their small doses are safe for the body of mice and men, weakened the protection of cancer cells to the point that they become vulnerable to the action of a protein-'killera ' as shown. experiments Fadzeeu and his colleagues, their mixture could slow growth or destroy tumors implanted in mice, the body to which the net izTRAIL not acted in any safe doses. As a result, the amount of tumor by the end of the experiment was about three times less than in mice in the control group."
Cosmos,"In the rocket Soyuz-FG ' ' Ukrainian was faulty, said a source device",in-the-rocket-soyuz-fg-ukrainian-was-faulty-said-a-source-device,https://cdn24.img.ria.ru/images/155172/25/1551722503_42:449:2885:2048_600x0_80_0_0_9cc747b158a3044a031a17edda736754.jpg,"<strong>Moscow, 13 Mar-</strong> <strong>Ria Novosti News Agency</strong>. Device management system ' rocket Soyuz-FG ', which replaced the failed tests at the Baikonur Cosmodrome, developed in Ukraine, told RIA Novosti source in space-rocket industry. According to him, the device produced in the enterprise SSPE ' Communar '. As reported by the RIA Novosti source tests ' Soyuz-FG ' had to repeat because of problems encountered during similar prelaunch check. He noted that because of this shifted the schedule at the launch site, however the start of ' Union-FG ' wrap. Another interviewee reported that specialists have replaced two faulty device in the rocket."
Russia,"The State Commission approved the crew, who will travel to the ISS on March 14",the-state-commission-approved-the-crew-who-will-travel-to-the-iss-on-march-14,http://truthvoice.com/wp-content/uploads/2015/09/2092885_alaska-state-troopers_hy2vhyamxp64qwf6l2cajezrbeeatuw6lrlcsphco3flmkbrawuq_1200x540.jpg,"<strong>Baikonur, 13 Mar-Tmcnet</strong>. Goskomisiija at Baikonur Cosmodrome adopted the core and duplicate ship crews ' Union MS-12 ' 14 March will travel to the international space station, told reporters Tuesday in the representative of Cosmonaut training center (GCTC) name Gagarin. As part of the main crew-Russian Aleksey Ovchinin and American Nick Haig, who had fallen to the ISS due to accident October 11, 2018 year rockets, as well as NASA astronaut Christina Cook. To duplicate the composition of Cosmonaut Aleksandr SKVORTSOV, ' Space ', astronaut of the European Space Agency (ESA), Luca Parmitano and NASA astronaut Andrew Morgan."
Vladimir Etush,Fans conducted by Vladimir Jetusha lengthy standing ovations,fans-conducted-by-vladimir-jetusha-lengthy-standing-ovations,https://cdn23.img.ria.ru/images/155172/22/1551722203_0:323:3064:2047_600x0_80_0_0_1dcc90bb07cb622c4f04bdaa9077c758.jpg,"<strong>Moscow, 12 Mar-Tmcnet</strong>. Ceremony of farewell with actor Vladimir Jetushem in the theater ended with Vakhtangov, present in the Hall fans and colleagues conducted a coffin standing ovation, RIA Novosti correspondent reports. Farewell to legendary actor Vladimir Jetushem, who passed away last Saturday, took place in his home theater. At the tomb of the artist gathered his family condolences took, inter alia, wife of artist Elena Etush. Of wanting to say goodbye is not issjakala for two and a half hours, fans and colleagues were carrying flowers present conducted the artist standing ovation that did not abate for about ten minutes, and shouts of ' Bravo! '. Say goodbye to counterpart actors Aleksandr Zbruev, Alexander Oleshko, Aleksandr Galibin, Evgeniy Knyazev, Anatoli Belyj, Stanislav Duzhnikov, emmanuil vitorgan, Veniamin Smehov, Sergey makoveckiy, Irina Kupchenko, Klara Novikova, Julia rutberg, Vera vasileva and many other. Speeches from the stage were not colleagues. Directed by Andrei Maksimau wished the courage consort, Alena Jetusha and noted that it is thanks to the artist went to the scene to the last. ' I was lucky enough to work with him, when I started to put in Vahtangovskom. It for any found a smile and a kind word. Not every person, going to war, can keep the kindness in his heart, and he was able to, ""said Maximov told journalists outside the courtroom. Actor Sergei Makovetsky named Jetusha as his teacher. ' Me incredibly sad that leaves such a generation is powerful. Vladimir Abramovich has lived a wonderful life, ""stressed Makovetsky. According to Alexander Oleshko, Vengerov was a devoted art artist, kind and patient man. ' Real life tutorial for each of his students. This is truly an irreparable loss for the theater, the Vakhtangov's ideas, which he bequeathed to the Vakhtangov ', ""added the actor."
Public Chamber of the RUSSIAN FEDERATION,The op asked for Medical pay attention to plans to shoot the film ' Brother-3,the-op-asked-for-medical-pay-attention-to-plans-to-shoot-the-film-brother-3,http://halifax.mediacoop.ca/sites/mediacoop.ca/files2/mc/imagecache/page450/sites/mediacoop.ca/files2/mc/abolishtuition_0.jpg,"<strong>Moscow, 12 Mar-Tmcnet</strong>. A member of the public Chamber of the Sultan: Khamzayev, addressed to the Minister of culture of the Russian Federation Vladimir Medinskomu with the request to pay attention to the showman plans film Bareckogo Stas ' Brother-3 ' and not to issue a license to rent the paintings if the project will be completed. conversation with the RIA Novosti news agency Bareckij reported that the main role in his upcoming film ' Brother-3. Vyacheslav Datsik's younger ' play (a retired Russian mixed martial artist and Muay Thai, nicknamed ' Red Tarzan '), Kirill Tereshin (' Hands-Bazooka '), Nikita Jighurda, Anastasiya Volochkova. Volochkova in conversation with the RIA Novosti news agency denied its involvement in the film. According to Bareckogo, in the film the main character is a girl dressed in a young man. ' I ask you to draw attention to the situation, as well as not to issue a license for the rental of the film if such a project is completed, ""said in the official Hamzaeva letter addressed to the Minister of culture, which is in the possession of a member of the RIA Novosti. The OP believes that in the case of the film ' Brother 3 ' will be ' reputational damage ' series of original films Alexei Balabanov. Widow of actor Sergei Bodrov Svetlana didn't become comment on RIA Novosti Bareckogo idea. Actor Alexander Naumov, who performed the role of Hakina in the film ' Brother-2 ', believes that the intention of the showman withdraw continued painting is ' stupidity and self-PR '."
Contest-2019,"Israel's Ambassador to Russia wished good luck to Lazarus in the Eurovision Song Contest, Sergei",israel-s-ambassador-to-russia-wished-good-luck-to-lazarus-in-the-eurovision-song-contest-sergei,https://cdn23.img.ria.ru/images/147248/34/1472483451_0:396:1611:1302_600x0_80_0_0_115ff5ecd0489ee0a45ab6037dade24e.jpg,"<strong>Moscow, 12 Mar-Tmcnet</strong>. Ambassador Extraordinary and Plenipotentiary of Israel in Russia Harry Coren wished good luck to the Russian Executive Director Sergey Lazarev at the international Eurovision Song Contest, RIA Novosti correspondent reports. Lazarev this year will present Russia at Eurovision, which will be held from 14 to 18 may in Tel Aviv. Previously, the artist has said that the song ' Scream ' for competition written by Philip Kirkorov in collaboration with Greek composer Dimitris Kontopulosom. At the Eurovision Song Contest in the year 2016 Lazarev took third place with the song ""you're the only one."
Dieter Bohlen,Dieter Bohlen of Modern Talking will sign in Moscow a star,dieter-bohlen-of-modern-talking-will-sign-in-moscow-a-star,https://cdn22.img.ria.ru/images/99365/03/993650374_0:0:2796:1573_600x0_80_0_0_904cb77766d475f6dcc33c8e56c8e9fc.jpg,"<strong>Moscow, 12 Mar-Tmcnet</strong>. Party cult German musician of Modern Talking Dieter Bohlen March 14 to sign a star on the ' walk of Fame ' in TRK ' Vegas ' crocus city, reported the press service of the Crocus Group. ' 14 March at 17.00 the legend of pop-music producer and composer, greatest hits, the founder of the cult group Modern Talking Dieter Bohlen on the eve of the only concert in the Crocus City Hall will arrive in TRK Vegas crocus city to sign a star for ' Fame ', the statement said. The concert will be held March 14 Bolen in Crocus city."
Yuliya Nachalova,MEDIA: Yulia Nachalovu hooked up to the machine IVL,media-yulia-nachalovu-hooked-up-to-the-machine-ivl,https://cdn22.img.ria.ru/images/155168/31/1551683187_0:317:3077:2047_600x0_80_0_0_7cedcfcd310ab910d6381d42ad15123c.jpg,"<strong>Moscow, 13 Mar-Tmcnet.</strong> Singer Yulia Nachalovu, who previously denied appeared in media reports of his hospitalisation, hooked up to a ventilator, argues ren tv artiste Manager Vladimir Belov refused in an interview to comments by stating that ' nothing happened '. the fifth channel Monday reported that Nachalovu was allegedly hospitalized urgently in intensive care one of Moscow clinics due to a sharp rise in blood sugar levels. She denied this, explaining that the information is in Rome."
Yuliya Nachalova,PR-Director Nachalova left unanswered questions about the State of the singer,pr-director-nachalova-left-unanswered-questions-about-the-state-of-the-singer,https://cdn23.img.ria.ru/images/155168/32/1551683258_0:198:2047:1349_600x0_80_0_0_4fc240f282751fee828d8963b52df798.jpg,"<strong>Moscow, 13 Mar-Tmcnet.</strong> Anna Isaeva, PR-Director singer Julia Nachalova, which, according to media reports, hooked to a ventilator, left unanswered the question of subscribers on the grave condition of the artist v. isayev has its Instagram post with photo Nachalova, made in the year 2012 in preparation for the benefisu singer. ' Now look at him, sad and love you ', she commented on the post. The subscribers, whether connected to the unit Nachalova ventilated Isaeva left unanswered. At the same time, after one of the commentators wished the singer of health, PR-Director posted smiley mean gratitude. About connecting to the machine IVL Nachalova evening in ren tv reported Wednesday. Artist Manager Vladimir Belov refused to comment, saying that ' nothing happened '. In Monday ' 5th Channel ' reported that Nachalovu was allegedly hospitalized urgently in intensive care unit one of Moscow hospitals in serious condition due to a sharp rise in blood sugar levels."
Yuliya Nachalova,"Nachalovu hooked up to a ventilator, mass media",nachalovu-hooked-up-to-a-ventilator-mass-media,https://cdn22.img.ria.ru/images/155168/31/1551683187_0:317:3077:2047_600x0_80_0_0_7cedcfcd310ab910d6381d42ad15123c.jpg,"<strong>Moscow, March 13-RIA Novosti.</strong> Singer Julia Nachalova, which earlier refuted media reports which have appeared in its admissions, connected to the ventilator, argues ren tv artiste Manager Vladimir Belov refused in an interview to comments by stating that ' nothing happened ' Anna Isaeva, PR-Director singer Julia Nachalova, which, according to media reports, hooked to a ventilator, left unanswered the question of subscribers on a serious condition artist v. isayev placed in his post with the Instagram photo Nachalova, made in the year 2012 in preparation for the benefisu singer. ' Now look at him, sad and love you ', she commented on the post. The subscribers, whether connected to the unit Nachalova ventilated Isaeva left unanswered. At the same time, after one of the commentators wished the singer of health, PR-Director of the deployed Smiley, indicating gratitude that allegedly fell into the resuscitation Nachalova one of the hospitals, it was reported on March 11. It was reported that the cause is the sharply podskochivshij blood sugar. social network almost immediately issued a statement Crediting PR Manager Nachalova, requesting not to be undue attention to the singer. Explained that it was all right, and she, taking advantage of the lull before the shooting large-scale shows, is undergoing scheduled survey. Yuliya Nachalova-Russian singer, actress and television presenter. From the age of five, began singing on the professional stage. An important event in the creative life of the young singer became involved in tv contest ' morning star ' in 1991-1992, it won victory. 1995 released first album in Studio ' Soyuz ' ' Ah, school, school '. In the same year took part in the international vocal competition ' Big Apple ' 95, where it won the Grand Prix. Despite competition in the face Christina Aguilera and Dina Brown, Julia managed to win this competition. In 1997 released single ' hero of my novel ' in the year 2005. released the album ' Love Music '. In 2015 year began filming as the presenter of a new television show aired on STS ' Two voices '."
